"","nuB","nuF","TB","TF","nuF_scaled_dip_fixtheta","TF_scaled_gen_fixtheta","LL_model","LL_data","LL_diff"
"2401",1.45113705136,1e-04,0.134135642660736,0.000100160241072963,1.64787516654398,3.30103147878388,-1386423.01919764,-147.838757443416,-1386235.66854154
"2402",1.45113705136,0.000110520985150523,0.134135642660736,0.000100160241072963,1.82124786811524,3.30103147878388,-1375537.33738914,-147.838757443416,-1375349.98673303
"2403",1.45113705136,0.000122148881586422,0.134135642660736,0.000100160241072963,2.01286108587386,3.30103147878388,-1360314.38187711,-147.838757443416,-1360127.03122101
"2404",1.45113705136,0.00013500014727966,0.134135642660736,0.000100160241072963,2.22463390181931,3.30103147878388,-1340016.85173903,-147.838757443416,-1339829.50108292
"2405",1.45113705136,0.000149203492728137,0.134135642660736,0.000100160241072963,2.45868730428323,3.30103147878388,-1314083.88037239,-147.838757443416,-1313896.52971628
"2406",1.45113705136,0.000164901170042127,0.134135642660736,0.000100160241072963,2.71736543046467,3.30103147878388,-1282246.5317211,-147.838757443416,-1282059.181065
"2407",1.45113705136,0.000182250397655298,0.134135642660736,0.000100160241072963,3.00325904388932,3.30103147878388,-1244544.74983176,-147.838757443416,-1244357.39917566
"2408",1.45113705136,0.000201424934929382,0.134135642660736,0.000100160241072963,3.31923148192866,3.30103147878388,-1201308.17560715,-147.838757443416,-1201120.82495105
"2409",1.45113705136,0.000222616822422753,0.134135642660736,0.000100160241072963,3.66844733325387,3.30103147878388,-1153138.05812379,-147.838757443416,-1152950.70746769
"2410",1.45113705136,0.000246038305252418,0.134135642660736,0.000100160241072963,4.05440413244028,3.30103147878388,-1100796.33040553,-147.838757443416,-1100608.97974943
"2411",1.45113705136,0.000271923958812624,0.134135642660736,0.000100160241072963,4.48096738915652,3.30103147878388,-1045157.89631509,-147.838757443416,-1044970.54565899
"2412",1.45113705136,0.000300533038140016,0.134135642660736,0.000100160241072963,4.95240930276947,3.30103147878388,-987148.822605383,-147.838757443416,-986961.47194928
"2413",1.45113705136,0.000332152074455144,0.134135642660736,0.000100160241072963,5.47345155010699,3.30103147878388,-927604.490273838,-147.838757443416,-927417.139617735
"2414",1.45113705136,0.000367097744885724,0.134135642660736,0.000100160241072963,6.04931257491483,3.30103147878388,-867328.319706582,-147.838757443416,-867140.969050479
"2415",1.45113705136,0.000405720044113057,0.134135642660736,0.000100160241072963,6.68575985263036,3.30103147878388,-807072.205593396,-147.838757443416,-806884.854937293
"2416",1.45113705136,0.000448405789706889,0.134135642660736,0.000100160241072963,7.38916765392525,3.30103147878388,-747433.413309131,-147.838757443416,-747246.062653028
"2417",1.45113705136,0.000495582496256038,0.134135642660736,0.000100160241072963,8.166580885542,3.30103147878388,-689016.456509577,-147.838757443416,-688829.105853474
"2418",1.45113705136,0.000547722657095728,0.134135642660736,0.000100160241072963,9.02578564781535,3.30103147878388,-632201.176168253,-147.838757443416,-632013.82551215
"2419",1.45113705136,0.000605348476514821,0.134135642660736,0.000100160241072963,9.97538721554007,3.30103147878388,-577426.316408667,-147.838757443416,-577238.965752564
"2420",1.45113705136,0.000669037099837865,0.134135642660736,0.000100160241072963,11.0248962231942,3.30103147878388,-524974.640364953,-147.838757443416,-524787.28970885
"2421",1.45113705136,0.000739426393763299,0.134135642660736,0.000100160241072963,12.1848239176971,3.30103147878388,-475039.337799324,-147.838757443416,-474851.987143221
"2422",1.45113705136,0.000817221334850185,0.134135642660736,0.000100160241072963,13.4667874326954,3.30103147878388,-427950.208110526,-147.838757443416,-427762.857454423
"2423",1.45113705136,0.000903201070136682,0.134135642660736,0.000100160241072963,14.8836261387419,3.30103147878388,-383685.490965208,-147.838757443416,-383498.140309105
"2424",1.45113705136,0.000998226720605131,0.134135642660736,0.000100160241072963,16.4495302346583,3.30103147878388,-342335.899210196,-147.838757443416,-342148.548554093
"2425",1.45113705136,0.00110325000564855,0.134135642660736,0.000100160241072963,18.1801828679776,3.30103147878388,-304110.21737592,-147.838757443416,-303922.866719817
"2426",1.45113705136,0.00121932277491598,0.134135642660736,0.000100160241072963,20.0929172078555,3.30103147878388,-268833.877840071,-147.838757443416,-268646.527183968
"2427",1.45113705136,0.00134760754300184,0.134135642660736,0.000100160241072963,22.2068900436009,3.30103147878388,-236483.63370486,-147.838757443416,-236296.283048757
"2428",1.45113705136,0.0014893891324884,0.134135642660736,0.000100160241072963,24.5432736474812,3.30103147878388,-206954.657425745,-147.838757443416,-206767.306769642
"2429",1.45113705136,0.00164608754195101,0.134135642660736,0.000100160241072963,27.125467823385,3.30103147878388,-180278.846223171,-147.838757443416,-180091.495567068
"2430",1.45113705136,0.00181927216780429,0.134135642660736,0.000100160241072963,29.9793342650933,3.30103147878388,-156252.809915504,-147.838757443416,-156065.459259401
