"","SampleId","PopId","SubPopId","K","run","variable","value"
"966","ENPAK24","ENP","AK","K = 3",3,"Cluster1",0.216137
"967","ENPAK25","ENP","AK","K = 3",3,"Cluster1",1e-05
"968","ENPAK26","ENP","AK","K = 3",3,"Cluster1",1e-05
"969","ENPAK27","ENP","AK","K = 3",3,"Cluster1",1e-05
"970","ENPAK28","ENP","AK","K = 3",3,"Cluster1",0.092249
"971","ENPAK29","ENP","AK","K = 3",3,"Cluster1",0.272293
"972","ENPAK30","ENP","AK","K = 3",3,"Cluster1",0.216084
"973","ENPBC16","ENP","BC","K = 3",3,"Cluster1",0.99998
"974","ENPBC17","ENP","BC","K = 3",3,"Cluster1",1e-05
"975","ENPBC18","ENP","BC","K = 3",3,"Cluster1",0.18556
"976","ENPCA01","ENP","CA","K = 3",3,"Cluster1",1e-05
"977","ENPCA02","ENP","CA","K = 3",3,"Cluster1",0.99998
"978","ENPCA03","ENP","CA","K = 3",3,"Cluster1",0.99998
"979","ENPCA04","ENP","CA","K = 3",3,"Cluster1",1e-05
"980","ENPCA05","ENP","CA","K = 3",3,"Cluster1",0.309085
"981","ENPCA06","ENP","CA","K = 3",3,"Cluster1",0.151037
"982","ENPCA07","ENP","CA","K = 3",3,"Cluster1",1e-05
"983","ENPCA08","ENP","CA","K = 3",3,"Cluster1",0.218588
"984","ENPCA09","ENP","CA","K = 3",3,"Cluster1",1e-05
"985","ENPOR10","ENP","OR","K = 3",3,"Cluster1",0.99998
"986","ENPOR11","ENP","OR","K = 3",3,"Cluster1",1e-05
"987","ENPOR12","ENP","OR","K = 3",3,"Cluster1",0.232779
"988","ENPOR13","ENP","OR","K = 3",3,"Cluster1",0.318369
"989","ENPWA14","ENP","WA","K = 3",3,"Cluster1",1e-05
"990","ENPWA15","ENP","WA","K = 3",3,"Cluster1",0.226667
"991","ENPAK19","ENP","AK","K = 3",4,"Cluster1",1e-05
"992","ENPAK20","ENP","AK","K = 3",4,"Cluster1",0.019178
"993","ENPAK21","ENP","AK","K = 3",4,"Cluster1",1e-05
"994","ENPAK22","ENP","AK","K = 3",4,"Cluster1",0.008216
"995","ENPAK23","ENP","AK","K = 3",4,"Cluster1",0.056871
"996","ENPAK24","ENP","AK","K = 3",4,"Cluster1",1e-05
"997","ENPAK25","ENP","AK","K = 3",4,"Cluster1",1e-05
"998","ENPAK26","ENP","AK","K = 3",4,"Cluster1",1e-05
"999","ENPAK27","ENP","AK","K = 3",4,"Cluster1",0.000448
"1000","ENPAK28","ENP","AK","K = 3",4,"Cluster1",1e-05
"1001","ENPAK29","ENP","AK","K = 3",4,"Cluster1",0.029877
"1002","ENPAK30","ENP","AK","K = 3",4,"Cluster1",0.039914
"1003","ENPBC16","ENP","BC","K = 3",4,"Cluster1",0.049291
"1004","ENPBC17","ENP","BC","K = 3",4,"Cluster1",0.010688
"1005","ENPBC18","ENP","BC","K = 3",4,"Cluster1",0.037478
"1006","ENPCA01","ENP","CA","K = 3",4,"Cluster1",1e-05
"1007","ENPCA02","ENP","CA","K = 3",4,"Cluster1",0.99998
"1008","ENPCA03","ENP","CA","K = 3",4,"Cluster1",0.99997
"1009","ENPCA04","ENP","CA","K = 3",4,"Cluster1",1e-05
"1010","ENPCA05","ENP","CA","K = 3",4,"Cluster1",0.146838
"1011","ENPCA06","ENP","CA","K = 3",4,"Cluster1",1e-05
"1012","ENPCA07","ENP","CA","K = 3",4,"Cluster1",1e-05
"1013","ENPCA08","ENP","CA","K = 3",4,"Cluster1",0.020821
"1014","ENPCA09","ENP","CA","K = 3",4,"Cluster1",0.062429
"1015","ENPOR10","ENP","OR","K = 3",4,"Cluster1",1e-05
"1016","ENPOR11","ENP","OR","K = 3",4,"Cluster1",1e-05
"1017","ENPOR12","ENP","OR","K = 3",4,"Cluster1",0.04173
"1018","ENPOR13","ENP","OR","K = 3",4,"Cluster1",1e-05
"1019","ENPWA14","ENP","WA","K = 3",4,"Cluster1",1e-05
"1020","ENPWA15","ENP","WA","K = 3",4,"Cluster1",0.042306
"1021","ENPAK19","ENP","AK","K = 3",5,"Cluster1",0.250965
"1022","ENPAK20","ENP","AK","K = 3",5,"Cluster1",1e-05
"1023","ENPAK21","ENP","AK","K = 3",5,"Cluster1",1e-05
"1024","ENPAK22","ENP","AK","K = 3",5,"Cluster1",1e-05
"1025","ENPAK23","ENP","AK","K = 3",5,"Cluster1",0.292746
"1026","ENPAK24","ENP","AK","K = 3",5,"Cluster1",0.305847
"1027","ENPAK25","ENP","AK","K = 3",5,"Cluster1",1e-05
"1028","ENPAK26","ENP","AK","K = 3",5,"Cluster1",0.320725
"1029","ENPAK27","ENP","AK","K = 3",5,"Cluster1",0.204652
"1030","ENPAK28","ENP","AK","K = 3",5,"Cluster1",1e-05
"1031","ENPAK29","ENP","AK","K = 3",5,"Cluster1",0.258918
"1032","ENPAK30","ENP","AK","K = 3",5,"Cluster1",0.253337
"1033","ENPBC16","ENP","BC","K = 3",5,"Cluster1",0.271512
"1034","ENPBC17","ENP","BC","K = 3",5,"Cluster1",0.200013
"1035","ENPBC18","ENP","BC","K = 3",5,"Cluster1",1e-05
"1036","ENPCA01","ENP","CA","K = 3",5,"Cluster1",0.99998
"1037","ENPCA02","ENP","CA","K = 3",5,"Cluster1",0.99998
"1038","ENPCA03","ENP","CA","K = 3",5,"Cluster1",0.99998
"1039","ENPCA04","ENP","CA","K = 3",5,"Cluster1",0.393144
"1040","ENPCA05","ENP","CA","K = 3",5,"Cluster1",0.99998
"1041","ENPCA06","ENP","CA","K = 3",5,"Cluster1",0.303267
"1042","ENPCA07","ENP","CA","K = 3",5,"Cluster1",0.218092
"1043","ENPCA08","ENP","CA","K = 3",5,"Cluster1",0.300069
"1044","ENPCA09","ENP","CA","K = 3",5,"Cluster1",0.99998
"1045","ENPOR10","ENP","OR","K = 3",5,"Cluster1",1e-05
"1046","ENPOR11","ENP","OR","K = 3",5,"Cluster1",0.234799
"1047","ENPOR12","ENP","OR","K = 3",5,"Cluster1",0.32078
"1048","ENPOR13","ENP","OR","K = 3",5,"Cluster1",1e-05
"1049","ENPWA14","ENP","WA","K = 3",5,"Cluster1",1e-05
"1050","ENPWA15","ENP","WA","K = 3",5,"Cluster1",0.272576
"1051","ENPAK19","ENP","AK","K = 3",6,"Cluster1",1e-05
"1052","ENPAK20","ENP","AK","K = 3",6,"Cluster1",0.571022
"1053","ENPAK21","ENP","AK","K = 3",6,"Cluster1",1e-05
"1054","ENPAK22","ENP","AK","K = 3",6,"Cluster1",0.570122
"1055","ENPAK23","ENP","AK","K = 3",6,"Cluster1",0.542579
"1056","ENPAK24","ENP","AK","K = 3",6,"Cluster1",0.611301
"1057","ENPAK25","ENP","AK","K = 3",6,"Cluster1",0.582207
"1058","ENPAK26","ENP","AK","K = 3",6,"Cluster1",0.583463
"1059","ENPAK27","ENP","AK","K = 3",6,"Cluster1",0.549354
"1060","ENPAK28","ENP","AK","K = 3",6,"Cluster1",0.58129
"1061","ENPAK29","ENP","AK","K = 3",6,"Cluster1",0.566694
"1062","ENPAK30","ENP","AK","K = 3",6,"Cluster1",0.569952
"1063","ENPBC16","ENP","BC","K = 3",6,"Cluster1",0.522893
"1064","ENPBC17","ENP","BC","K = 3",6,"Cluster1",1e-05
"1065","ENPBC18","ENP","BC","K = 3",6,"Cluster1",0.534355
"1066","ENPCA01","ENP","CA","K = 3",6,"Cluster1",0.99998
"1067","ENPCA02","ENP","CA","K = 3",6,"Cluster1",1e-05
"1068","ENPCA03","ENP","CA","K = 3",6,"Cluster1",1e-05
"1069","ENPCA04","ENP","CA","K = 3",6,"Cluster1",0.99998
"1070","ENPCA05","ENP","CA","K = 3",6,"Cluster1",0.528489
"1071","ENPCA06","ENP","CA","K = 3",6,"Cluster1",0.495304
"1072","ENPCA07","ENP","CA","K = 3",6,"Cluster1",0.99998
"1073","ENPCA08","ENP","CA","K = 3",6,"Cluster1",0.504199
"1074","ENPCA09","ENP","CA","K = 3",6,"Cluster1",0.57032
"1075","ENPOR10","ENP","OR","K = 3",6,"Cluster1",0.497832
"1076","ENPOR11","ENP","OR","K = 3",6,"Cluster1",0.99998
"1077","ENPOR12","ENP","OR","K = 3",6,"Cluster1",0.493896
"1078","ENPOR13","ENP","OR","K = 3",6,"Cluster1",1e-05
"1079","ENPWA14","ENP","WA","K = 3",6,"Cluster1",1e-05
"1080","ENPWA15","ENP","WA","K = 3",6,"Cluster1",0.516476
"1081","ENPAK19","ENP","AK","K = 3",7,"Cluster1",0.150329
"1082","ENPAK20","ENP","AK","K = 3",7,"Cluster1",0.130606
"1083","ENPAK21","ENP","AK","K = 3",7,"Cluster1",0.99998
"1084","ENPAK22","ENP","AK","K = 3",7,"Cluster1",1e-05
"1085","ENPAK23","ENP","AK","K = 3",7,"Cluster1",0.20382
"1086","ENPAK24","ENP","AK","K = 3",7,"Cluster1",1e-05
"1087","ENPAK25","ENP","AK","K = 3",7,"Cluster1",0.163018
"1088","ENPAK26","ENP","AK","K = 3",7,"Cluster1",0.071843
"1089","ENPAK27","ENP","AK","K = 3",7,"Cluster1",0.191451
"1090","ENPAK28","ENP","AK","K = 3",7,"Cluster1",0.99998
"1091","ENPAK29","ENP","AK","K = 3",7,"Cluster1",0.176305
"1092","ENPAK30","ENP","AK","K = 3",7,"Cluster1",0.143896
"1093","ENPBC16","ENP","BC","K = 3",7,"Cluster1",0.114049
"1094","ENPBC17","ENP","BC","K = 3",7,"Cluster1",0.99998
"1095","ENPBC18","ENP","BC","K = 3",7,"Cluster1",0.194085
"1096","ENPCA01","ENP","CA","K = 3",7,"Cluster1",1e-05
"1097","ENPCA02","ENP","CA","K = 3",7,"Cluster1",1e-05
"1098","ENPCA03","ENP","CA","K = 3",7,"Cluster1",1e-05
"1099","ENPCA04","ENP","CA","K = 3",7,"Cluster1",1e-05
"1100","ENPCA05","ENP","CA","K = 3",7,"Cluster1",1e-05
"1101","ENPCA06","ENP","CA","K = 3",7,"Cluster1",0.267827
"1102","ENPCA07","ENP","CA","K = 3",7,"Cluster1",1e-05
"1103","ENPCA08","ENP","CA","K = 3",7,"Cluster1",1e-05
"1104","ENPCA09","ENP","CA","K = 3",7,"Cluster1",0.173009
"1105","ENPOR10","ENP","OR","K = 3",7,"Cluster1",1e-05
"1106","ENPOR11","ENP","OR","K = 3",7,"Cluster1",1e-05
"1107","ENPOR12","ENP","OR","K = 3",7,"Cluster1",0.225366
"1108","ENPOR13","ENP","OR","K = 3",7,"Cluster1",0.164836
"1109","ENPWA14","ENP","WA","K = 3",7,"Cluster1",0.386848
"1110","ENPWA15","ENP","WA","K = 3",7,"Cluster1",0.163759
"1111","ENPAK19","ENP","AK","K = 3",8,"Cluster1",0.102178
"1112","ENPAK20","ENP","AK","K = 3",8,"Cluster1",1e-05
"1113","ENPAK21","ENP","AK","K = 3",8,"Cluster1",0.100631
"1114","ENPAK22","ENP","AK","K = 3",8,"Cluster1",1e-05
"1115","ENPAK23","ENP","AK","K = 3",8,"Cluster1",1e-05
"1116","ENPAK24","ENP","AK","K = 3",8,"Cluster1",0.118035
"1117","ENPAK25","ENP","AK","K = 3",8,"Cluster1",1e-05
"1118","ENPAK26","ENP","AK","K = 3",8,"Cluster1",0.114064
"1119","ENPAK27","ENP","AK","K = 3",8,"Cluster1",1e-05
"1120","ENPAK28","ENP","AK","K = 3",8,"Cluster1",1e-05
"1121","ENPAK29","ENP","AK","K = 3",8,"Cluster1",0.145442
"1122","ENPAK30","ENP","AK","K = 3",8,"Cluster1",1e-05
"1123","ENPBC16","ENP","BC","K = 3",8,"Cluster1",0.146526
"1124","ENPBC17","ENP","BC","K = 3",8,"Cluster1",1e-05
"1125","ENPBC18","ENP","BC","K = 3",8,"Cluster1",0.113241
"1126","ENPCA01","ENP","CA","K = 3",8,"Cluster1",1e-05
"1127","ENPCA02","ENP","CA","K = 3",8,"Cluster1",0.99998
"1128","ENPCA03","ENP","CA","K = 3",8,"Cluster1",0.99998
"1129","ENPCA04","ENP","CA","K = 3",8,"Cluster1",1e-05
"1130","ENPCA05","ENP","CA","K = 3",8,"Cluster1",0.261385
"1131","ENPCA06","ENP","CA","K = 3",8,"Cluster1",0.102477
"1132","ENPCA07","ENP","CA","K = 3",8,"Cluster1",1e-05
"1133","ENPCA08","ENP","CA","K = 3",8,"Cluster1",0.142095
"1134","ENPCA09","ENP","CA","K = 3",8,"Cluster1",0.130149
"1135","ENPOR10","ENP","OR","K = 3",8,"Cluster1",0.99998
"1136","ENPOR11","ENP","OR","K = 3",8,"Cluster1",0.097397
"1137","ENPOR12","ENP","OR","K = 3",8,"Cluster1",0.149227
"1138","ENPOR13","ENP","OR","K = 3",8,"Cluster1",0.243027
"1139","ENPWA14","ENP","WA","K = 3",8,"Cluster1",0.149962
"1140","ENPWA15","ENP","WA","K = 3",8,"Cluster1",0.156115
"1141","ENPAK19","ENP","AK","K = 3",9,"Cluster1",0.555898
"1142","ENPAK20","ENP","AK","K = 3",9,"Cluster1",0.520317
"1143","ENPAK21","ENP","AK","K = 3",9,"Cluster1",0.506553
"1144","ENPAK22","ENP","AK","K = 3",9,"Cluster1",0.518369
"1145","ENPAK23","ENP","AK","K = 3",9,"Cluster1",0.501654
"1146","ENPAK24","ENP","AK","K = 3",9,"Cluster1",0.58357
"1147","ENPAK25","ENP","AK","K = 3",9,"Cluster1",1e-05
"1148","ENPAK26","ENP","AK","K = 3",9,"Cluster1",0.556477
"1149","ENPAK27","ENP","AK","K = 3",9,"Cluster1",0.489534
"1150","ENPAK28","ENP","AK","K = 3",9,"Cluster1",1e-05
"1151","ENPAK29","ENP","AK","K = 3",9,"Cluster1",0.546848
"1152","ENPAK30","ENP","AK","K = 3",9,"Cluster1",0.99998
"1153","ENPBC16","ENP","BC","K = 3",9,"Cluster1",0.483792
"1154","ENPBC17","ENP","BC","K = 3",9,"Cluster1",1e-05
"1155","ENPBC18","ENP","BC","K = 3",9,"Cluster1",0.439304
"1156","ENPCA01","ENP","CA","K = 3",9,"Cluster1",0.684955
"1157","ENPCA02","ENP","CA","K = 3",9,"Cluster1",1e-05
"1158","ENPCA03","ENP","CA","K = 3",9,"Cluster1",1e-05
"1159","ENPCA04","ENP","CA","K = 3",9,"Cluster1",0.99998
"1160","ENPCA05","ENP","CA","K = 3",9,"Cluster1",1e-05
"1161","ENPCA06","ENP","CA","K = 3",9,"Cluster1",0.422335
"1162","ENPCA07","ENP","CA","K = 3",9,"Cluster1",0.99998
"1163","ENPCA08","ENP","CA","K = 3",9,"Cluster1",0.44505
"1164","ENPCA09","ENP","CA","K = 3",9,"Cluster1",0.454211
"1165","ENPOR10","ENP","OR","K = 3",9,"Cluster1",0.44012
"1166","ENPOR11","ENP","OR","K = 3",9,"Cluster1",0.99998
"1167","ENPOR12","ENP","OR","K = 3",9,"Cluster1",1e-05
"1168","ENPOR13","ENP","OR","K = 3",9,"Cluster1",1e-05
"1169","ENPWA14","ENP","WA","K = 3",9,"Cluster1",1e-05
"1170","ENPWA15","ENP","WA","K = 3",9,"Cluster1",0.46425
"1171","ENPAK19","ENP","AK","K = 3",10,"Cluster1",1e-05
"1172","ENPAK20","ENP","AK","K = 3",10,"Cluster1",0.054661
"1173","ENPAK21","ENP","AK","K = 3",10,"Cluster1",0.062222
"1174","ENPAK22","ENP","AK","K = 3",10,"Cluster1",0.047299
"1175","ENPAK23","ENP","AK","K = 3",10,"Cluster1",0.038284
"1176","ENPAK24","ENP","AK","K = 3",10,"Cluster1",0.061893
"1177","ENPAK25","ENP","AK","K = 3",10,"Cluster1",0.062306
"1178","ENPAK26","ENP","AK","K = 3",10,"Cluster1",1e-05
"1179","ENPAK27","ENP","AK","K = 3",10,"Cluster1",1e-05
"1180","ENPAK28","ENP","AK","K = 3",10,"Cluster1",1e-05
"1181","ENPAK29","ENP","AK","K = 3",10,"Cluster1",1e-05
"1182","ENPAK30","ENP","AK","K = 3",10,"Cluster1",1e-05
"1183","ENPBC16","ENP","BC","K = 3",10,"Cluster1",0.073203
"1184","ENPBC17","ENP","BC","K = 3",10,"Cluster1",0.99998
"1185","ENPBC18","ENP","BC","K = 3",10,"Cluster1",0.116929
"1186","ENPCA01","ENP","CA","K = 3",10,"Cluster1",1e-05
"1187","ENPCA02","ENP","CA","K = 3",10,"Cluster1",1e-05
"1188","ENPCA03","ENP","CA","K = 3",10,"Cluster1",1e-05
"1189","ENPCA04","ENP","CA","K = 3",10,"Cluster1",1e-05
"1190","ENPCA05","ENP","CA","K = 3",10,"Cluster1",0.99998
"1191","ENPCA06","ENP","CA","K = 3",10,"Cluster1",0.196741
"1192","ENPCA07","ENP","CA","K = 3",10,"Cluster1",1e-05
"1193","ENPCA08","ENP","CA","K = 3",10,"Cluster1",1e-05
"1194","ENPCA09","ENP","CA","K = 3",10,"Cluster1",0.110613
"1195","ENPOR10","ENP","OR","K = 3",10,"Cluster1",0.289519
"1196","ENPOR11","ENP","OR","K = 3",10,"Cluster1",1e-05
"1197","ENPOR12","ENP","OR","K = 3",10,"Cluster1",0.144864
"1198","ENPOR13","ENP","OR","K = 3",10,"Cluster1",0.99998
"1199","ENPWA14","ENP","WA","K = 3",10,"Cluster1",0.99998
"1200","ENPWA15","ENP","WA","K = 3",10,"Cluster1",0.195725
"1201","ENPAK19","ENP","AK","K = 3",1,"Cluster2",0.374583
"1202","ENPAK20","ENP","AK","K = 3",1,"Cluster2",0.365678
"1203","ENPAK21","ENP","AK","K = 3",1,"Cluster2",0.396398
"1204","ENPAK22","ENP","AK","K = 3",1,"Cluster2",0.392561
"1205","ENPAK23","ENP","AK","K = 3",1,"Cluster2",0.99998
"1206","ENPAK24","ENP","AK","K = 3",1,"Cluster2",0.353956
"1207","ENPAK25","ENP","AK","K = 3",1,"Cluster2",1e-05
"1208","ENPAK26","ENP","AK","K = 3",1,"Cluster2",1e-05
"1209","ENPAK27","ENP","AK","K = 3",1,"Cluster2",1e-05
"1210","ENPAK28","ENP","AK","K = 3",1,"Cluster2",0.99998
"1211","ENPAK29","ENP","AK","K = 3",1,"Cluster2",0.491732
"1212","ENPAK30","ENP","AK","K = 3",1,"Cluster2",0.395125
"1213","ENPBC16","ENP","BC","K = 3",1,"Cluster2",0.354726
"1214","ENPBC17","ENP","BC","K = 3",1,"Cluster2",0.281977
"1215","ENPBC18","ENP","BC","K = 3",1,"Cluster2",0.287901
"1216","ENPCA01","ENP","CA","K = 3",1,"Cluster2",0.679509
"1217","ENPCA02","ENP","CA","K = 3",1,"Cluster2",1e-05
"1218","ENPCA03","ENP","CA","K = 3",1,"Cluster2",1e-05
"1219","ENPCA04","ENP","CA","K = 3",1,"Cluster2",0.99998
"1220","ENPCA05","ENP","CA","K = 3",1,"Cluster2",1e-05
"1221","ENPCA06","ENP","CA","K = 3",1,"Cluster2",0.406636
"1222","ENPCA07","ENP","CA","K = 3",1,"Cluster2",0.410185
"1223","ENPCA08","ENP","CA","K = 3",1,"Cluster2",0.534106
"1224","ENPCA09","ENP","CA","K = 3",1,"Cluster2",0.99998
"1225","ENPOR10","ENP","OR","K = 3",1,"Cluster2",0.279338
"1226","ENPOR11","ENP","OR","K = 3",1,"Cluster2",1e-05
"1227","ENPOR12","ENP","OR","K = 3",1,"Cluster2",0.384583
"1228","ENPOR13","ENP","OR","K = 3",1,"Cluster2",1e-05
"1229","ENPWA14","ENP","WA","K = 3",1,"Cluster2",1e-05
"1230","ENPWA15","ENP","WA","K = 3",1,"Cluster2",0.298678
"1231","ENPAK19","ENP","AK","K = 3",2,"Cluster2",0.172171
"1232","ENPAK20","ENP","AK","K = 3",2,"Cluster2",1e-05
"1233","ENPAK21","ENP","AK","K = 3",2,"Cluster2",0.99998
"1234","ENPAK22","ENP","AK","K = 3",2,"Cluster2",0.251297
"1235","ENPAK23","ENP","AK","K = 3",2,"Cluster2",0.205541
"1236","ENPAK24","ENP","AK","K = 3",2,"Cluster2",1e-05
"1237","ENPAK25","ENP","AK","K = 3",2,"Cluster2",0.210315
"1238","ENPAK26","ENP","AK","K = 3",2,"Cluster2",1e-05
"1239","ENPAK27","ENP","AK","K = 3",2,"Cluster2",0.236659
"1240","ENPAK28","ENP","AK","K = 3",2,"Cluster2",0.267746
"1241","ENPAK29","ENP","AK","K = 3",2,"Cluster2",0.207489
"1242","ENPAK30","ENP","AK","K = 3",2,"Cluster2",1e-05
"1243","ENPBC16","ENP","BC","K = 3",2,"Cluster2",0.19701
"1244","ENPBC17","ENP","BC","K = 3",2,"Cluster2",0.99998
"1245","ENPBC18","ENP","BC","K = 3",2,"Cluster2",0.227757
"1246","ENPCA01","ENP","CA","K = 3",2,"Cluster2",1e-05
"1247","ENPCA02","ENP","CA","K = 3",2,"Cluster2",0.145699
"1248","ENPCA03","ENP","CA","K = 3",2,"Cluster2",1e-05
"1249","ENPCA04","ENP","CA","K = 3",2,"Cluster2",1e-05
"1250","ENPCA05","ENP","CA","K = 3",2,"Cluster2",1e-05
"1251","ENPCA06","ENP","CA","K = 3",2,"Cluster2",0.320125
"1252","ENPCA07","ENP","CA","K = 3",2,"Cluster2",1e-05
"1253","ENPCA08","ENP","CA","K = 3",2,"Cluster2",0.315893
"1254","ENPCA09","ENP","CA","K = 3",2,"Cluster2",0.196004
"1255","ENPOR10","ENP","OR","K = 3",2,"Cluster2",0.388103
"1256","ENPOR11","ENP","OR","K = 3",2,"Cluster2",0.174363
"1257","ENPOR12","ENP","OR","K = 3",2,"Cluster2",0.320569
"1258","ENPOR13","ENP","OR","K = 3",2,"Cluster2",0.99998
"1259","ENPWA14","ENP","WA","K = 3",2,"Cluster2",0.99998
"1260","ENPWA15","ENP","WA","K = 3",2,"Cluster2",0.281237
"1261","ENPAK19","ENP","AK","K = 3",3,"Cluster2",0.257296
"1262","ENPAK20","ENP","AK","K = 3",3,"Cluster2",0.266139
"1263","ENPAK21","ENP","AK","K = 3",3,"Cluster2",0.26639
"1264","ENPAK22","ENP","AK","K = 3",3,"Cluster2",0.21674
"1265","ENPAK23","ENP","AK","K = 3",3,"Cluster2",0.259382
"1266","ENPAK24","ENP","AK","K = 3",3,"Cluster2",0.323624
"1267","ENPAK25","ENP","AK","K = 3",3,"Cluster2",0.99998
"1268","ENPAK26","ENP","AK","K = 3",3,"Cluster2",0.99998
"1269","ENPAK27","ENP","AK","K = 3",3,"Cluster2",1e-05
"1270","ENPAK28","ENP","AK","K = 3",3,"Cluster2",0.293533
"1271","ENPAK29","ENP","AK","K = 3",3,"Cluster2",0.166319
"1272","ENPAK30","ENP","AK","K = 3",3,"Cluster2",0.263634
"1273","ENPBC16","ENP","BC","K = 3",3,"Cluster2",1e-05
"1274","ENPBC17","ENP","BC","K = 3",3,"Cluster2",0.99998
"1275","ENPBC18","ENP","BC","K = 3",3,"Cluster2",0.366691
"1276","ENPCA01","ENP","CA","K = 3",3,"Cluster2",1e-05
"1277","ENPCA02","ENP","CA","K = 3",3,"Cluster2",1e-05
"1278","ENPCA03","ENP","CA","K = 3",3,"Cluster2",1e-05
"1279","ENPCA04","ENP","CA","K = 3",3,"Cluster2",1e-05
"1280","ENPCA05","ENP","CA","K = 3",3,"Cluster2",0.147862
"1281","ENPCA06","ENP","CA","K = 3",3,"Cluster2",0.340315
"1282","ENPCA07","ENP","CA","K = 3",3,"Cluster2",1e-05
"1283","ENPCA08","ENP","CA","K = 3",3,"Cluster2",0.29543
"1284","ENPCA09","ENP","CA","K = 3",3,"Cluster2",1e-05
"1285","ENPOR10","ENP","OR","K = 3",3,"Cluster2",1e-05
"1286","ENPOR11","ENP","OR","K = 3",3,"Cluster2",1e-05
"1287","ENPOR12","ENP","OR","K = 3",3,"Cluster2",0.223787
"1288","ENPOR13","ENP","OR","K = 3",3,"Cluster2",0.681621
"1289","ENPWA14","ENP","WA","K = 3",3,"Cluster2",0.99998
"1290","ENPWA15","ENP","WA","K = 3",3,"Cluster2",0.298755
"1291","ENPAK19","ENP","AK","K = 3",4,"Cluster2",1e-05
"1292","ENPAK20","ENP","AK","K = 3",4,"Cluster2",0.253785
"1293","ENPAK21","ENP","AK","K = 3",4,"Cluster2",0.99998
"1294","ENPAK22","ENP","AK","K = 3",4,"Cluster2",0.266823
"1295","ENPAK23","ENP","AK","K = 3",4,"Cluster2",0.256094
"1296","ENPAK24","ENP","AK","K = 3",4,"Cluster2",1e-05
"1297","ENPAK25","ENP","AK","K = 3",4,"Cluster2",0.259061
"1298","ENPAK26","ENP","AK","K = 3",4,"Cluster2",1e-05
"1299","ENPAK27","ENP","AK","K = 3",4,"Cluster2",0.277326
"1300","ENPAK28","ENP","AK","K = 3",4,"Cluster2",0.285793
"1301","ENPAK29","ENP","AK","K = 3",4,"Cluster2",0.203461
"1302","ENPAK30","ENP","AK","K = 3",4,"Cluster2",0.206067
"1303","ENPBC16","ENP","BC","K = 3",4,"Cluster2",1e-05
"1304","ENPBC17","ENP","BC","K = 3",4,"Cluster2",0.466912
"1305","ENPBC18","ENP","BC","K = 3",4,"Cluster2",0.239637
"1306","ENPCA01","ENP","CA","K = 3",4,"Cluster2",1e-05
"1307","ENPCA02","ENP","CA","K = 3",4,"Cluster2",1e-05
"1308","ENPCA03","ENP","CA","K = 3",4,"Cluster2",2e-05
"1309","ENPCA04","ENP","CA","K = 3",4,"Cluster2",0.196633
"1310","ENPCA05","ENP","CA","K = 3",4,"Cluster2",0.155649
"1311","ENPCA06","ENP","CA","K = 3",4,"Cluster2",0.99998
"1312","ENPCA07","ENP","CA","K = 3",4,"Cluster2",0.182533
"1313","ENPCA08","ENP","CA","K = 3",4,"Cluster2",0.375426
"1314","ENPCA09","ENP","CA","K = 3",4,"Cluster2",0.255489
"1315","ENPOR10","ENP","OR","K = 3",4,"Cluster2",0.401072
"1316","ENPOR11","ENP","OR","K = 3",4,"Cluster2",0.249097
"1317","ENPOR12","ENP","OR","K = 3",4,"Cluster2",0.387343
"1318","ENPOR13","ENP","OR","K = 3",4,"Cluster2",0.99998
"1319","ENPWA14","ENP","WA","K = 3",4,"Cluster2",0.99998
"1320","ENPWA15","ENP","WA","K = 3",4,"Cluster2",0.344443
"1321","ENPAK19","ENP","AK","K = 3",5,"Cluster2",0.39312
"1322","ENPAK20","ENP","AK","K = 3",5,"Cluster2",1e-05
"1323","ENPAK21","ENP","AK","K = 3",5,"Cluster2",1e-05
"1324","ENPAK22","ENP","AK","K = 3",5,"Cluster2",0.99998
"1325","ENPAK23","ENP","AK","K = 3",5,"Cluster2",0.317663
"1326","ENPAK24","ENP","AK","K = 3",5,"Cluster2",0.348076
"1327","ENPAK25","ENP","AK","K = 3",5,"Cluster2",0.99998
"1328","ENPAK26","ENP","AK","K = 3",5,"Cluster2",0.34518
"1329","ENPAK27","ENP","AK","K = 3",5,"Cluster2",0.429384
"1330","ENPAK28","ENP","AK","K = 3",5,"Cluster2",0.99998
"1331","ENPAK29","ENP","AK","K = 3",5,"Cluster2",0.346172
"1332","ENPAK30","ENP","AK","K = 3",5,"Cluster2",0.357974
"1333","ENPBC16","ENP","BC","K = 3",5,"Cluster2",0.412333
"1334","ENPBC17","ENP","BC","K = 3",5,"Cluster2",0.295434
"1335","ENPBC18","ENP","BC","K = 3",5,"Cluster2",0.99998
"1336","ENPCA01","ENP","CA","K = 3",5,"Cluster2",1e-05
"1337","ENPCA02","ENP","CA","K = 3",5,"Cluster2",1e-05
"1338","ENPCA03","ENP","CA","K = 3",5,"Cluster2",1e-05
"1339","ENPCA04","ENP","CA","K = 3",5,"Cluster2",0.2364
"1340","ENPCA05","ENP","CA","K = 3",5,"Cluster2",1e-05
"1341","ENPCA06","ENP","CA","K = 3",5,"Cluster2",0.287765
"1342","ENPCA07","ENP","CA","K = 3",5,"Cluster2",0.408307
"1343","ENPCA08","ENP","CA","K = 3",5,"Cluster2",0.216533
