"","sample","winhetbin_center","winhet_min","winhetbin_max","count"
"2337","GOC082",3.9,3.825,3.975,1
"2338","GOC082",4.05,3.975,4.125,0
"2339","GOC082",4.2,4.125,4.275,1
"2340","GOC082",4.35,4.275,4.425,1
"2341","GOC082",4.5,4.425,4.575,0
"2342","GOC082",4.65,4.575,4.725,1
"2343","GOC082",4.8,4.725,4.875,0
"2344","GOC082",4.95,4.875,5.025,0
"2345","GOC082",5.1,5.025,5.175,0
"2346","GOC082",5.25,5.175,5.325,0
"2347","GOC082",5.4,5.325,5.475,0
"2348","GOC082",5.55,5.475,5.625,0
"2349","GOC082",5.7,5.625,5.775,0
"2350","GOC082",5.85,5.775,5.925,0
"2351","GOC082",6,5.925,6.075,0
"2352","GOC082",6.15,6.075,6.225,0
"2353","GOC082",6.3,6.225,6.375,0
"2354","GOC082",6.45,6.375,6.525,0
"2355","GOC082",6.6,6.525,6.675,0
"2356","GOC082",6.75,6.675,6.825,0
"2357","GOC082",6.9,6.825,6.975,0
"2358","GOC082",7.05,6.975,7.125,0
"2359","GOC082",7.2,7.125,7.275,0
"2360","GOC082",7.35,7.275,7.425,0
"2361","GOC082",7.5,7.425,7.575,0
"2362","GOC082",7.65,7.575,7.725,0
"2363","GOC082",7.8,7.725,7.875,0
"2364","GOC082",7.95,7.875,8.025,0
"2365","GOC082",8.1,8.025,8.175,0
"2366","GOC086",0,-0.075,0.075,316
"2367","GOC086",0.15,0.075,0.225,120
"2368","GOC086",0.3,0.225,0.375,106
"2369","GOC086",0.45,0.375,0.525,124
"2370","GOC086",0.6,0.525,0.675,151
"2371","GOC086",0.75,0.675,0.825,161
"2372","GOC086",0.9,0.825,0.975,162
"2373","GOC086",1.05,0.975,1.125,141
"2374","GOC086",1.2,1.125,1.275,170
"2375","GOC086",1.35,1.275,1.425,130
"2376","GOC086",1.5,1.425,1.575,142
"2377","GOC086",1.65,1.575,1.725,115
"2378","GOC086",1.8,1.725,1.875,104
"2379","GOC086",1.95,1.875,2.025,85
"2380","GOC086",2.1,2.025,2.175,54
"2381","GOC086",2.25,2.175,2.325,48
"2382","GOC086",2.4,2.325,2.475,48
"2383","GOC086",2.55,2.475,2.625,29
"2384","GOC086",2.7,2.625,2.775,25
"2385","GOC086",2.85,2.775,2.925,16
"2386","GOC086",3,2.925,3.075,16
"2387","GOC086",3.15,3.075,3.225,7
"2388","GOC086",3.3,3.225,3.375,5
"2389","GOC086",3.45,3.375,3.525,3
"2390","GOC086",3.6,3.525,3.675,0
"2391","GOC086",3.75,3.675,3.825,0
"2392","GOC086",3.9,3.825,3.975,2
"2393","GOC086",4.05,3.975,4.125,1
"2394","GOC086",4.2,4.125,4.275,1
"2395","GOC086",4.35,4.275,4.425,0
"2396","GOC086",4.5,4.425,4.575,1
"2397","GOC086",4.65,4.575,4.725,0
"2398","GOC086",4.8,4.725,4.875,0
"2399","GOC086",4.95,4.875,5.025,1
"2400","GOC086",5.1,5.025,5.175,0
"2401","GOC086",5.25,5.175,5.325,0
"2402","GOC086",5.4,5.325,5.475,0
"2403","GOC086",5.55,5.475,5.625,0
"2404","GOC086",5.7,5.625,5.775,0
"2405","GOC086",5.85,5.775,5.925,0
"2406","GOC086",6,5.925,6.075,0
"2407","GOC086",6.15,6.075,6.225,0
"2408","GOC086",6.3,6.225,6.375,0
"2409","GOC086",6.45,6.375,6.525,0
"2410","GOC086",6.6,6.525,6.675,0
"2411","GOC086",6.75,6.675,6.825,0
"2412","GOC086",6.9,6.825,6.975,0
"2413","GOC086",7.05,6.975,7.125,0
"2414","GOC086",7.2,7.125,7.275,0
"2415","GOC086",7.35,7.275,7.425,0
"2416","GOC086",7.5,7.425,7.575,0
"2417","GOC086",7.65,7.575,7.725,0
"2418","GOC086",7.8,7.725,7.875,0
"2419","GOC086",7.95,7.875,8.025,0
"2420","GOC086",8.1,8.025,8.175,0
"2421","GOC091",0,-0.075,0.075,383
"2422","GOC091",0.15,0.075,0.225,92
"2423","GOC091",0.3,0.225,0.375,98
"2424","GOC091",0.45,0.375,0.525,107
"2425","GOC091",0.6,0.525,0.675,105
"2426","GOC091",0.75,0.675,0.825,152
"2427","GOC091",0.9,0.825,0.975,158
"2428","GOC091",1.05,0.975,1.125,169
"2429","GOC091",1.2,1.125,1.275,152
"2430","GOC091",1.35,1.275,1.425,140
"2431","GOC091",1.5,1.425,1.575,154
"2432","GOC091",1.65,1.575,1.725,120
"2433","GOC091",1.8,1.725,1.875,103
"2434","GOC091",1.95,1.875,2.025,90
"2435","GOC091",2.1,2.025,2.175,52
"2436","GOC091",2.25,2.175,2.325,59
"2437","GOC091",2.4,2.325,2.475,42
"2438","GOC091",2.55,2.475,2.625,25
"2439","GOC091",2.7,2.625,2.775,24
"2440","GOC091",2.85,2.775,2.925,18
"2441","GOC091",3,2.925,3.075,8
"2442","GOC091",3.15,3.075,3.225,5
"2443","GOC091",3.3,3.225,3.375,10
"2444","GOC091",3.45,3.375,3.525,6
"2445","GOC091",3.6,3.525,3.675,4
"2446","GOC091",3.75,3.675,3.825,2
"2447","GOC091",3.9,3.825,3.975,0
"2448","GOC091",4.05,3.975,4.125,2
"2449","GOC091",4.2,4.125,4.275,1
"2450","GOC091",4.35,4.275,4.425,1
"2451","GOC091",4.5,4.425,4.575,0
"2452","GOC091",4.65,4.575,4.725,0
"2453","GOC091",4.8,4.725,4.875,0
"2454","GOC091",4.95,4.875,5.025,0
"2455","GOC091",5.1,5.025,5.175,1
"2456","GOC091",5.25,5.175,5.325,1
"2457","GOC091",5.4,5.325,5.475,0
"2458","GOC091",5.55,5.475,5.625,0
"2459","GOC091",5.7,5.625,5.775,0
"2460","GOC091",5.85,5.775,5.925,0
"2461","GOC091",6,5.925,6.075,0
"2462","GOC091",6.15,6.075,6.225,0
"2463","GOC091",6.3,6.225,6.375,0
"2464","GOC091",6.45,6.375,6.525,0
"2465","GOC091",6.6,6.525,6.675,0
"2466","GOC091",6.75,6.675,6.825,0
"2467","GOC091",6.9,6.825,6.975,0
"2468","GOC091",7.05,6.975,7.125,0
"2469","GOC091",7.2,7.125,7.275,0
"2470","GOC091",7.35,7.275,7.425,0
"2471","GOC091",7.5,7.425,7.575,0
"2472","GOC091",7.65,7.575,7.725,0
"2473","GOC091",7.8,7.725,7.875,0
"2474","GOC091",7.95,7.875,8.025,0
"2475","GOC091",8.1,8.025,8.175,0
"2476","GOC100",0,-0.075,0.075,376
"2477","GOC100",0.15,0.075,0.225,91
"2478","GOC100",0.3,0.225,0.375,106
"2479","GOC100",0.45,0.375,0.525,120
"2480","GOC100",0.6,0.525,0.675,121
"2481","GOC100",0.75,0.675,0.825,172
"2482","GOC100",0.9,0.825,0.975,153
"2483","GOC100",1.05,0.975,1.125,131
"2484","GOC100",1.2,1.125,1.275,171
"2485","GOC100",1.35,1.275,1.425,144
"2486","GOC100",1.5,1.425,1.575,136
"2487","GOC100",1.65,1.575,1.725,133
"2488","GOC100",1.8,1.725,1.875,100
"2489","GOC100",1.95,1.875,2.025,80
"2490","GOC100",2.1,2.025,2.175,62
"2491","GOC100",2.25,2.175,2.325,39
"2492","GOC100",2.4,2.325,2.475,46
"2493","GOC100",2.55,2.475,2.625,33
"2494","GOC100",2.7,2.625,2.775,25
"2495","GOC100",2.85,2.775,2.925,15
"2496","GOC100",3,2.925,3.075,5
"2497","GOC100",3.15,3.075,3.225,7
"2498","GOC100",3.3,3.225,3.375,5
"2499","GOC100",3.45,3.375,3.525,3
"2500","GOC100",3.6,3.525,3.675,4
"2501","GOC100",3.75,3.675,3.825,1
"2502","GOC100",3.9,3.825,3.975,0
"2503","GOC100",4.05,3.975,4.125,1
"2504","GOC100",4.2,4.125,4.275,1
"2505","GOC100",4.35,4.275,4.425,1
"2506","GOC100",4.5,4.425,4.575,0
"2507","GOC100",4.65,4.575,4.725,0
"2508","GOC100",4.8,4.725,4.875,0
"2509","GOC100",4.95,4.875,5.025,0
"2510","GOC100",5.1,5.025,5.175,0
"2511","GOC100",5.25,5.175,5.325,0
"2512","GOC100",5.4,5.325,5.475,0
"2513","GOC100",5.55,5.475,5.625,0
"2514","GOC100",5.7,5.625,5.775,1
"2515","GOC100",5.85,5.775,5.925,0
"2516","GOC100",6,5.925,6.075,0
"2517","GOC100",6.15,6.075,6.225,1
"2518","GOC100",6.3,6.225,6.375,0
"2519","GOC100",6.45,6.375,6.525,0
"2520","GOC100",6.6,6.525,6.675,0
"2521","GOC100",6.75,6.675,6.825,0
"2522","GOC100",6.9,6.825,6.975,0
"2523","GOC100",7.05,6.975,7.125,0
"2524","GOC100",7.2,7.125,7.275,0
"2525","GOC100",7.35,7.275,7.425,0
"2526","GOC100",7.5,7.425,7.575,0
"2527","GOC100",7.65,7.575,7.725,0
"2528","GOC100",7.8,7.725,7.875,0
"2529","GOC100",7.95,7.875,8.025,0
"2530","GOC100",8.1,8.025,8.175,0
"2531","GOC111",0,-0.075,0.075,293
"2532","GOC111",0.15,0.075,0.225,92
"2533","GOC111",0.3,0.225,0.375,117
"2534","GOC111",0.45,0.375,0.525,120
"2535","GOC111",0.6,0.525,0.675,134
"2536","GOC111",0.75,0.675,0.825,140
"2537","GOC111",0.9,0.825,0.975,179
"2538","GOC111",1.05,0.975,1.125,192
"2539","GOC111",1.2,1.125,1.275,168
"2540","GOC111",1.35,1.275,1.425,142
"2541","GOC111",1.5,1.425,1.575,164
"2542","GOC111",1.65,1.575,1.725,113
"2543","GOC111",1.8,1.725,1.875,96
"2544","GOC111",1.95,1.875,2.025,80
"2545","GOC111",2.1,2.025,2.175,57
"2546","GOC111",2.25,2.175,2.325,49
"2547","GOC111",2.4,2.325,2.475,41
"2548","GOC111",2.55,2.475,2.625,33
"2549","GOC111",2.7,2.625,2.775,20
"2550","GOC111",2.85,2.775,2.925,15
"2551","GOC111",3,2.925,3.075,12
"2552","GOC111",3.15,3.075,3.225,6
"2553","GOC111",3.3,3.225,3.375,4
"2554","GOC111",3.45,3.375,3.525,5
"2555","GOC111",3.6,3.525,3.675,4
"2556","GOC111",3.75,3.675,3.825,3
"2557","GOC111",3.9,3.825,3.975,1
"2558","GOC111",4.05,3.975,4.125,3
"2559","GOC111",4.2,4.125,4.275,0
"2560","GOC111",4.35,4.275,4.425,1
"2561","GOC111",4.5,4.425,4.575,0
"2562","GOC111",4.65,4.575,4.725,0
"2563","GOC111",4.8,4.725,4.875,0
"2564","GOC111",4.95,4.875,5.025,0
"2565","GOC111",5.1,5.025,5.175,0
"2566","GOC111",5.25,5.175,5.325,0
"2567","GOC111",5.4,5.325,5.475,0
"2568","GOC111",5.55,5.475,5.625,0
"2569","GOC111",5.7,5.625,5.775,0
"2570","GOC111",5.85,5.775,5.925,0
"2571","GOC111",6,5.925,6.075,0
"2572","GOC111",6.15,6.075,6.225,0
"2573","GOC111",6.3,6.225,6.375,0
"2574","GOC111",6.45,6.375,6.525,0
"2575","GOC111",6.6,6.525,6.675,0
"2576","GOC111",6.75,6.675,6.825,0
"2577","GOC111",6.9,6.825,6.975,0
"2578","GOC111",7.05,6.975,7.125,0
"2579","GOC111",7.2,7.125,7.275,0
"2580","GOC111",7.35,7.275,7.425,0
"2581","GOC111",7.5,7.425,7.575,0
"2582","GOC111",7.65,7.575,7.725,0
"2583","GOC111",7.8,7.725,7.875,0
"2584","GOC111",7.95,7.875,8.025,0
"2585","GOC111",8.1,8.025,8.175,0
"2586","GOC112",0,-0.075,0.075,304
"2587","GOC112",0.15,0.075,0.225,92
"2588","GOC112",0.3,0.225,0.375,131
"2589","GOC112",0.45,0.375,0.525,125
"2590","GOC112",0.6,0.525,0.675,121
"2591","GOC112",0.75,0.675,0.825,152
"2592","GOC112",0.9,0.825,0.975,145
"2593","GOC112",1.05,0.975,1.125,168
"2594","GOC112",1.2,1.125,1.275,177
"2595","GOC112",1.35,1.275,1.425,153
"2596","GOC112",1.5,1.425,1.575,157
"2597","GOC112",1.65,1.575,1.725,122
"2598","GOC112",1.8,1.725,1.875,85
"2599","GOC112",1.95,1.875,2.025,80
"2600","GOC112",2.1,2.025,2.175,70
"2601","GOC112",2.25,2.175,2.325,48
"2602","GOC112",2.4,2.325,2.475,47
"2603","GOC112",2.55,2.475,2.625,40
"2604","GOC112",2.7,2.625,2.775,21
"2605","GOC112",2.85,2.775,2.925,13
"2606","GOC112",3,2.925,3.075,11
"2607","GOC112",3.15,3.075,3.225,6
"2608","GOC112",3.3,3.225,3.375,4
"2609","GOC112",3.45,3.375,3.525,3
"2610","GOC112",3.6,3.525,3.675,3
"2611","GOC112",3.75,3.675,3.825,1
"2612","GOC112",3.9,3.825,3.975,1
"2613","GOC112",4.05,3.975,4.125,0
"2614","GOC112",4.2,4.125,4.275,1
"2615","GOC112",4.35,4.275,4.425,1
"2616","GOC112",4.5,4.425,4.575,1
"2617","GOC112",4.65,4.575,4.725,0
"2618","GOC112",4.8,4.725,4.875,0
"2619","GOC112",4.95,4.875,5.025,0
"2620","GOC112",5.1,5.025,5.175,1
"2621","GOC112",5.25,5.175,5.325,0
"2622","GOC112",5.4,5.325,5.475,0
"2623","GOC112",5.55,5.475,5.625,0
"2624","GOC112",5.7,5.625,5.775,0
"2625","GOC112",5.85,5.775,5.925,0
"2626","GOC112",6,5.925,6.075,0
"2627","GOC112",6.15,6.075,6.225,0
"2628","GOC112",6.3,6.225,6.375,0
"2629","GOC112",6.45,6.375,6.525,0
"2630","GOC112",6.6,6.525,6.675,0
"2631","GOC112",6.75,6.675,6.825,0
"2632","GOC112",6.9,6.825,6.975,0
"2633","GOC112",7.05,6.975,7.125,0
"2634","GOC112",7.2,7.125,7.275,0
"2635","GOC112",7.35,7.275,7.425,0
"2636","GOC112",7.5,7.425,7.575,0
"2637","GOC112",7.65,7.575,7.725,0
"2638","GOC112",7.8,7.725,7.875,0
"2639","GOC112",7.95,7.875,8.025,0
"2640","GOC112",8.1,8.025,8.175,0
"2641","GOC116",0,-0.075,0.075,336
"2642","GOC116",0.15,0.075,0.225,105
"2643","GOC116",0.3,0.225,0.375,117
"2644","GOC116",0.45,0.375,0.525,112
"2645","GOC116",0.6,0.525,0.675,117
"2646","GOC116",0.75,0.675,0.825,164
"2647","GOC116",0.9,0.825,0.975,176
"2648","GOC116",1.05,0.975,1.125,168
"2649","GOC116",1.2,1.125,1.275,158
"2650","GOC116",1.35,1.275,1.425,143
"2651","GOC116",1.5,1.425,1.575,135
"2652","GOC116",1.65,1.575,1.725,119
"2653","GOC116",1.8,1.725,1.875,107
"2654","GOC116",1.95,1.875,2.025,81
"2655","GOC116",2.1,2.025,2.175,53
"2656","GOC116",2.25,2.175,2.325,48
"2657","GOC116",2.4,2.325,2.475,44
"2658","GOC116",2.55,2.475,2.625,33
"2659","GOC116",2.7,2.625,2.775,22
"2660","GOC116",2.85,2.775,2.925,15
"2661","GOC116",3,2.925,3.075,5
"2662","GOC116",3.15,3.075,3.225,6
"2663","GOC116",3.3,3.225,3.375,4
"2664","GOC116",3.45,3.375,3.525,2
"2665","GOC116",3.6,3.525,3.675,5
"2666","GOC116",3.75,3.675,3.825,2
"2667","GOC116",3.9,3.825,3.975,2
"2668","GOC116",4.05,3.975,4.125,2
"2669","GOC116",4.2,4.125,4.275,1
"2670","GOC116",4.35,4.275,4.425,1
"2671","GOC116",4.5,4.425,4.575,0
"2672","GOC116",4.65,4.575,4.725,1
"2673","GOC116",4.8,4.725,4.875,0
"2674","GOC116",4.95,4.875,5.025,0
"2675","GOC116",5.1,5.025,5.175,0
"2676","GOC116",5.25,5.175,5.325,0
"2677","GOC116",5.4,5.325,5.475,0
"2678","GOC116",5.55,5.475,5.625,0
"2679","GOC116",5.7,5.625,5.775,0
"2680","GOC116",5.85,5.775,5.925,0
"2681","GOC116",6,5.925,6.075,0
"2682","GOC116",6.15,6.075,6.225,0
"2683","GOC116",6.3,6.225,6.375,0
"2684","GOC116",6.45,6.375,6.525,0
"2685","GOC116",6.6,6.525,6.675,0
"2686","GOC116",6.75,6.675,6.825,0
"2687","GOC116",6.9,6.825,6.975,0
"2688","GOC116",7.05,6.975,7.125,0
"2689","GOC116",7.2,7.125,7.275,0
"2690","GOC116",7.35,7.275,7.425,0
"2691","GOC116",7.5,7.425,7.575,0
"2692","GOC116",7.65,7.575,7.725,0
"2693","GOC116",7.8,7.725,7.875,0
"2694","GOC116",7.95,7.875,8.025,0
"2695","GOC116",8.1,8.025,8.175,0
"2696","GOC125",0,-0.075,0.075,300
"2697","GOC125",0.15,0.075,0.225,72
"2698","GOC125",0.3,0.225,0.375,82
"2699","GOC125",0.45,0.375,0.525,95
"2700","GOC125",0.6,0.525,0.675,114
"2701","GOC125",0.75,0.675,0.825,132
"2702","GOC125",0.9,0.825,0.975,149
"2703","GOC125",1.05,0.975,1.125,166
"2704","GOC125",1.2,1.125,1.275,160
"2705","GOC125",1.35,1.275,1.425,154
"2706","GOC125",1.5,1.425,1.575,150
"2707","GOC125",1.65,1.575,1.725,158
"2708","GOC125",1.8,1.725,1.875,106
"2709","GOC125",1.95,1.875,2.025,92
"2710","GOC125",2.1,2.025,2.175,82
"2711","GOC125",2.25,2.175,2.325,85
"2712","GOC125",2.4,2.325,2.475,43
"2713","GOC125",2.55,2.475,2.625,28
"2714","GOC125",2.7,2.625,2.775,34
"2715","GOC125",2.85,2.775,2.925,18
"2716","GOC125",3,2.925,3.075,14
"2717","GOC125",3.15,3.075,3.225,19
"2718","GOC125",3.3,3.225,3.375,13
"2719","GOC125",3.45,3.375,3.525,3
"2720","GOC125",3.6,3.525,3.675,4
"2721","GOC125",3.75,3.675,3.825,2
"2722","GOC125",3.9,3.825,3.975,5
"2723","GOC125",4.05,3.975,4.125,0
"2724","GOC125",4.2,4.125,4.275,1
"2725","GOC125",4.35,4.275,4.425,0
"2726","GOC125",4.5,4.425,4.575,1
"2727","GOC125",4.65,4.575,4.725,0
"2728","GOC125",4.8,4.725,4.875,0
"2729","GOC125",4.95,4.875,5.025,0
"2730","GOC125",5.1,5.025,5.175,0
"2731","GOC125",5.25,5.175,5.325,1
"2732","GOC125",5.4,5.325,5.475,0
"2733","GOC125",5.55,5.475,5.625,0
"2734","GOC125",5.7,5.625,5.775,1
"2735","GOC125",5.85,5.775,5.925,0
"2736","GOC125",6,5.925,6.075,0
"2737","GOC125",6.15,6.075,6.225,0
"2738","GOC125",6.3,6.225,6.375,0
"2739","GOC125",6.45,6.375,6.525,0
"2740","GOC125",6.6,6.525,6.675,0
"2741","GOC125",6.75,6.675,6.825,0
"2742","GOC125",6.9,6.825,6.975,0
"2743","GOC125",7.05,6.975,7.125,0
"2744","GOC125",7.2,7.125,7.275,0
"2745","GOC125",7.35,7.275,7.425,0
"2746","GOC125",7.5,7.425,7.575,0
"2747","GOC125",7.65,7.575,7.725,0
"2748","GOC125",7.8,7.725,7.875,0
"2749","GOC125",7.95,7.875,8.025,0
"2750","GOC125",8.1,8.025,8.175,0
