"","SampleId","PopId","SubPopId","K","run","variable","value"
"106","ENPAK24","ENP","AK","K = 2",3,"Cluster1",0.002625
"107","ENPAK25","ENP","AK","K = 2",3,"Cluster1",1e-05
"108","ENPAK26","ENP","AK","K = 2",3,"Cluster1",1e-05
"109","ENPAK27","ENP","AK","K = 2",3,"Cluster1",1e-05
"110","ENPAK28","ENP","AK","K = 2",3,"Cluster1",0.009147
"111","ENPAK29","ENP","AK","K = 2",3,"Cluster1",0.000376
"112","ENPAK30","ENP","AK","K = 2",3,"Cluster1",1e-05
"113","ENPBC16","ENP","BC","K = 2",3,"Cluster1",0.008149
"114","ENPBC17","ENP","BC","K = 2",3,"Cluster1",0.010764
"115","ENPBC18","ENP","BC","K = 2",3,"Cluster1",1e-05
"116","ENPCA01","ENP","CA","K = 2",3,"Cluster1",0.259238
"117","ENPCA02","ENP","CA","K = 2",3,"Cluster1",0.010455
"118","ENPCA03","ENP","CA","K = 2",3,"Cluster1",1e-05
"119","ENPCA04","ENP","CA","K = 2",3,"Cluster1",0.060487
"120","ENPCA05","ENP","CA","K = 2",3,"Cluster1",0.067716
"121","ENPCA06","ENP","CA","K = 2",3,"Cluster1",1e-05
"122","ENPCA07","ENP","CA","K = 2",3,"Cluster1",0.004301
"123","ENPCA08","ENP","CA","K = 2",3,"Cluster1",0.01469
"124","ENPCA09","ENP","CA","K = 2",3,"Cluster1",0.478677
"125","ENPOR10","ENP","OR","K = 2",3,"Cluster1",0.004815
"126","ENPOR11","ENP","OR","K = 2",3,"Cluster1",0.011825
"127","ENPOR12","ENP","OR","K = 2",3,"Cluster1",1e-05
"128","ENPOR13","ENP","OR","K = 2",3,"Cluster1",1e-05
"129","ENPWA14","ENP","WA","K = 2",3,"Cluster1",1e-05
"130","ENPWA15","ENP","WA","K = 2",3,"Cluster1",0.008691
"131","GOC002","GOC",NA,"K = 2",3,"Cluster1",0.99999
"132","GOC006","GOC",NA,"K = 2",3,"Cluster1",0.99999
"133","GOC010","GOC",NA,"K = 2",3,"Cluster1",0.468754
"134","GOC025","GOC",NA,"K = 2",3,"Cluster1",0.99999
"135","GOC038","GOC",NA,"K = 2",3,"Cluster1",0.99999
"136","GOC050","GOC",NA,"K = 2",3,"Cluster1",0.99999
"137","GOC053","GOC",NA,"K = 2",3,"Cluster1",0.99999
"138","GOC063","GOC",NA,"K = 2",3,"Cluster1",0.99999
"139","GOC068","GOC",NA,"K = 2",3,"Cluster1",0.99999
"140","GOC071","GOC",NA,"K = 2",3,"Cluster1",0.99999
"141","GOC077","GOC",NA,"K = 2",3,"Cluster1",0.99999
"142","GOC080","GOC",NA,"K = 2",3,"Cluster1",0.99999
"143","GOC082","GOC",NA,"K = 2",3,"Cluster1",0.99999
"144","GOC086","GOC",NA,"K = 2",3,"Cluster1",0.99999
"145","GOC091","GOC",NA,"K = 2",3,"Cluster1",0.99999
"146","GOC100","GOC",NA,"K = 2",3,"Cluster1",0.99999
"147","GOC111","GOC",NA,"K = 2",3,"Cluster1",0.99999
"148","GOC112","GOC",NA,"K = 2",3,"Cluster1",0.99999
"149","GOC116","GOC",NA,"K = 2",3,"Cluster1",0.99999
"150","GOC125","GOC",NA,"K = 2",3,"Cluster1",0.99999
"151","ENPAK19","ENP","AK","K = 2",4,"Cluster1",0.99999
"152","ENPAK20","ENP","AK","K = 2",4,"Cluster1",0.99999
"153","ENPAK21","ENP","AK","K = 2",4,"Cluster1",0.99383
"154","ENPAK22","ENP","AK","K = 2",4,"Cluster1",0.990215
"155","ENPAK23","ENP","AK","K = 2",4,"Cluster1",0.99999
"156","ENPAK24","ENP","AK","K = 2",4,"Cluster1",0.99736
"157","ENPAK25","ENP","AK","K = 2",4,"Cluster1",0.99999
"158","ENPAK26","ENP","AK","K = 2",4,"Cluster1",0.99999
"159","ENPAK27","ENP","AK","K = 2",4,"Cluster1",0.99999
"160","ENPAK28","ENP","AK","K = 2",4,"Cluster1",0.990834
"161","ENPAK29","ENP","AK","K = 2",4,"Cluster1",0.999609
"162","ENPAK30","ENP","AK","K = 2",4,"Cluster1",0.99999
"163","ENPBC16","ENP","BC","K = 2",4,"Cluster1",0.991835
"164","ENPBC17","ENP","BC","K = 2",4,"Cluster1",0.989218
"165","ENPBC18","ENP","BC","K = 2",4,"Cluster1",0.99999
"166","ENPCA01","ENP","CA","K = 2",4,"Cluster1",0.740752
"167","ENPCA02","ENP","CA","K = 2",4,"Cluster1",0.989528
"168","ENPCA03","ENP","CA","K = 2",4,"Cluster1",0.99999
"169","ENPCA04","ENP","CA","K = 2",4,"Cluster1",0.939501
"170","ENPCA05","ENP","CA","K = 2",4,"Cluster1",0.93227
"171","ENPCA06","ENP","CA","K = 2",4,"Cluster1",0.99999
"172","ENPCA07","ENP","CA","K = 2",4,"Cluster1",0.995684
"173","ENPCA08","ENP","CA","K = 2",4,"Cluster1",0.985294
"174","ENPCA09","ENP","CA","K = 2",4,"Cluster1",0.521316
"175","ENPOR10","ENP","OR","K = 2",4,"Cluster1",0.995169
"176","ENPOR11","ENP","OR","K = 2",4,"Cluster1",0.988159
"177","ENPOR12","ENP","OR","K = 2",4,"Cluster1",0.99999
"178","ENPOR13","ENP","OR","K = 2",4,"Cluster1",0.99999
"179","ENPWA14","ENP","WA","K = 2",4,"Cluster1",0.99999
"180","ENPWA15","ENP","WA","K = 2",4,"Cluster1",0.991282
"181","GOC002","GOC",NA,"K = 2",4,"Cluster1",1e-05
"182","GOC006","GOC",NA,"K = 2",4,"Cluster1",1e-05
"183","GOC010","GOC",NA,"K = 2",4,"Cluster1",0.531238
"184","GOC025","GOC",NA,"K = 2",4,"Cluster1",1e-05
"185","GOC038","GOC",NA,"K = 2",4,"Cluster1",1e-05
"186","GOC050","GOC",NA,"K = 2",4,"Cluster1",1e-05
"187","GOC053","GOC",NA,"K = 2",4,"Cluster1",1e-05
"188","GOC063","GOC",NA,"K = 2",4,"Cluster1",1e-05
"189","GOC068","GOC",NA,"K = 2",4,"Cluster1",1e-05
"190","GOC071","GOC",NA,"K = 2",4,"Cluster1",1e-05
"191","GOC077","GOC",NA,"K = 2",4,"Cluster1",1e-05
"192","GOC080","GOC",NA,"K = 2",4,"Cluster1",1e-05
"193","GOC082","GOC",NA,"K = 2",4,"Cluster1",1e-05
"194","GOC086","GOC",NA,"K = 2",4,"Cluster1",1e-05
"195","GOC091","GOC",NA,"K = 2",4,"Cluster1",1e-05
"196","GOC100","GOC",NA,"K = 2",4,"Cluster1",1e-05
"197","GOC111","GOC",NA,"K = 2",4,"Cluster1",1e-05
"198","GOC112","GOC",NA,"K = 2",4,"Cluster1",1e-05
"199","GOC116","GOC",NA,"K = 2",4,"Cluster1",1e-05
"200","GOC125","GOC",NA,"K = 2",4,"Cluster1",1e-05
"201","ENPAK19","ENP","AK","K = 2",5,"Cluster1",0.99999
"202","ENPAK20","ENP","AK","K = 2",5,"Cluster1",0.99999
"203","ENPAK21","ENP","AK","K = 2",5,"Cluster1",0.993826
"204","ENPAK22","ENP","AK","K = 2",5,"Cluster1",0.990212
"205","ENPAK23","ENP","AK","K = 2",5,"Cluster1",0.99999
"206","ENPAK24","ENP","AK","K = 2",5,"Cluster1",0.997356
"207","ENPAK25","ENP","AK","K = 2",5,"Cluster1",0.99999
"208","ENPAK26","ENP","AK","K = 2",5,"Cluster1",0.99999
"209","ENPAK27","ENP","AK","K = 2",5,"Cluster1",0.99999
"210","ENPAK28","ENP","AK","K = 2",5,"Cluster1",0.99083
"211","ENPAK29","ENP","AK","K = 2",5,"Cluster1",0.999605
"212","ENPAK30","ENP","AK","K = 2",5,"Cluster1",0.99999
"213","ENPBC16","ENP","BC","K = 2",5,"Cluster1",0.991832
"214","ENPBC17","ENP","BC","K = 2",5,"Cluster1",0.989214
"215","ENPBC18","ENP","BC","K = 2",5,"Cluster1",0.99999
"216","ENPCA01","ENP","CA","K = 2",5,"Cluster1",0.74075
"217","ENPCA02","ENP","CA","K = 2",5,"Cluster1",0.989524
"218","ENPCA03","ENP","CA","K = 2",5,"Cluster1",0.99999
"219","ENPCA04","ENP","CA","K = 2",5,"Cluster1",0.939498
"220","ENPCA05","ENP","CA","K = 2",5,"Cluster1",0.932266
"221","ENPCA06","ENP","CA","K = 2",5,"Cluster1",0.99999
"222","ENPCA07","ENP","CA","K = 2",5,"Cluster1",0.99568
"223","ENPCA08","ENP","CA","K = 2",5,"Cluster1",0.985291
"224","ENPCA09","ENP","CA","K = 2",5,"Cluster1",0.521314
"225","ENPOR10","ENP","OR","K = 2",5,"Cluster1",0.995166
"226","ENPOR11","ENP","OR","K = 2",5,"Cluster1",0.988155
"227","ENPOR12","ENP","OR","K = 2",5,"Cluster1",0.99999
"228","ENPOR13","ENP","OR","K = 2",5,"Cluster1",0.99999
"229","ENPWA14","ENP","WA","K = 2",5,"Cluster1",0.99999
"230","ENPWA15","ENP","WA","K = 2",5,"Cluster1",0.991278
"231","GOC002","GOC",NA,"K = 2",5,"Cluster1",1e-05
"232","GOC006","GOC",NA,"K = 2",5,"Cluster1",1e-05
"233","GOC010","GOC",NA,"K = 2",5,"Cluster1",0.531236
"234","GOC025","GOC",NA,"K = 2",5,"Cluster1",1e-05
"235","GOC038","GOC",NA,"K = 2",5,"Cluster1",1e-05
"236","GOC050","GOC",NA,"K = 2",5,"Cluster1",1e-05
"237","GOC053","GOC",NA,"K = 2",5,"Cluster1",1e-05
"238","GOC063","GOC",NA,"K = 2",5,"Cluster1",1e-05
"239","GOC068","GOC",NA,"K = 2",5,"Cluster1",1e-05
"240","GOC071","GOC",NA,"K = 2",5,"Cluster1",1e-05
"241","GOC077","GOC",NA,"K = 2",5,"Cluster1",1e-05
"242","GOC080","GOC",NA,"K = 2",5,"Cluster1",1e-05
"243","GOC082","GOC",NA,"K = 2",5,"Cluster1",1e-05
"244","GOC086","GOC",NA,"K = 2",5,"Cluster1",1e-05
"245","GOC091","GOC",NA,"K = 2",5,"Cluster1",1e-05
"246","GOC100","GOC",NA,"K = 2",5,"Cluster1",1e-05
"247","GOC111","GOC",NA,"K = 2",5,"Cluster1",1e-05
"248","GOC112","GOC",NA,"K = 2",5,"Cluster1",1e-05
"249","GOC116","GOC",NA,"K = 2",5,"Cluster1",1e-05
"250","GOC125","GOC",NA,"K = 2",5,"Cluster1",1e-05
"251","ENPAK19","ENP","AK","K = 2",6,"Cluster1",1e-05
"252","ENPAK20","ENP","AK","K = 2",6,"Cluster1",1e-05
"253","ENPAK21","ENP","AK","K = 2",6,"Cluster1",0.006173
"254","ENPAK22","ENP","AK","K = 2",6,"Cluster1",0.009788
"255","ENPAK23","ENP","AK","K = 2",6,"Cluster1",1e-05
"256","ENPAK24","ENP","AK","K = 2",6,"Cluster1",0.002645
"257","ENPAK25","ENP","AK","K = 2",6,"Cluster1",1e-05
"258","ENPAK26","ENP","AK","K = 2",6,"Cluster1",1e-05
"259","ENPAK27","ENP","AK","K = 2",6,"Cluster1",1e-05
"260","ENPAK28","ENP","AK","K = 2",6,"Cluster1",0.009171
"261","ENPAK29","ENP","AK","K = 2",6,"Cluster1",0.000395
"262","ENPAK30","ENP","AK","K = 2",6,"Cluster1",1e-05
"263","ENPBC16","ENP","BC","K = 2",6,"Cluster1",0.008168
"264","ENPBC17","ENP","BC","K = 2",6,"Cluster1",0.010786
"265","ENPBC18","ENP","BC","K = 2",6,"Cluster1",1e-05
"266","ENPCA01","ENP","CA","K = 2",6,"Cluster1",0.25925
"267","ENPCA02","ENP","CA","K = 2",6,"Cluster1",0.010477
"268","ENPCA03","ENP","CA","K = 2",6,"Cluster1",1e-05
"269","ENPCA04","ENP","CA","K = 2",6,"Cluster1",0.060503
"270","ENPCA05","ENP","CA","K = 2",6,"Cluster1",0.067734
"271","ENPCA06","ENP","CA","K = 2",6,"Cluster1",1e-05
"272","ENPCA07","ENP","CA","K = 2",6,"Cluster1",0.00432
"273","ENPCA08","ENP","CA","K = 2",6,"Cluster1",0.01471
"274","ENPCA09","ENP","CA","K = 2",6,"Cluster1",0.478686
"275","ENPOR10","ENP","OR","K = 2",6,"Cluster1",0.004834
"276","ENPOR11","ENP","OR","K = 2",6,"Cluster1",0.011845
"277","ENPOR12","ENP","OR","K = 2",6,"Cluster1",1e-05
"278","ENPOR13","ENP","OR","K = 2",6,"Cluster1",1e-05
"279","ENPWA14","ENP","WA","K = 2",6,"Cluster1",1e-05
"280","ENPWA15","ENP","WA","K = 2",6,"Cluster1",0.008719
"281","GOC002","GOC",NA,"K = 2",6,"Cluster1",0.99999
"282","GOC006","GOC",NA,"K = 2",6,"Cluster1",0.99999
"283","GOC010","GOC",NA,"K = 2",6,"Cluster1",0.468764
"284","GOC025","GOC",NA,"K = 2",6,"Cluster1",0.99999
"285","GOC038","GOC",NA,"K = 2",6,"Cluster1",0.99999
"286","GOC050","GOC",NA,"K = 2",6,"Cluster1",0.99999
"287","GOC053","GOC",NA,"K = 2",6,"Cluster1",0.99999
"288","GOC063","GOC",NA,"K = 2",6,"Cluster1",0.99999
"289","GOC068","GOC",NA,"K = 2",6,"Cluster1",0.99999
"290","GOC071","GOC",NA,"K = 2",6,"Cluster1",0.99999
"291","GOC077","GOC",NA,"K = 2",6,"Cluster1",0.99999
"292","GOC080","GOC",NA,"K = 2",6,"Cluster1",0.99999
"293","GOC082","GOC",NA,"K = 2",6,"Cluster1",0.99999
"294","GOC086","GOC",NA,"K = 2",6,"Cluster1",0.99999
"295","GOC091","GOC",NA,"K = 2",6,"Cluster1",0.99999
"296","GOC100","GOC",NA,"K = 2",6,"Cluster1",0.99999
"297","GOC111","GOC",NA,"K = 2",6,"Cluster1",0.99999
"298","GOC112","GOC",NA,"K = 2",6,"Cluster1",0.99999
"299","GOC116","GOC",NA,"K = 2",6,"Cluster1",0.99999
"300","GOC125","GOC",NA,"K = 2",6,"Cluster1",0.99999
"301","ENPAK19","ENP","AK","K = 2",7,"Cluster1",1e-05
"302","ENPAK20","ENP","AK","K = 2",7,"Cluster1",1e-05
"303","ENPAK21","ENP","AK","K = 2",7,"Cluster1",0.006174
"304","ENPAK22","ENP","AK","K = 2",7,"Cluster1",0.009788
"305","ENPAK23","ENP","AK","K = 2",7,"Cluster1",1e-05
"306","ENPAK24","ENP","AK","K = 2",7,"Cluster1",0.002644
"307","ENPAK25","ENP","AK","K = 2",7,"Cluster1",1e-05
"308","ENPAK26","ENP","AK","K = 2",7,"Cluster1",1e-05
"309","ENPAK27","ENP","AK","K = 2",7,"Cluster1",1e-05
"310","ENPAK28","ENP","AK","K = 2",7,"Cluster1",0.009171
"311","ENPAK29","ENP","AK","K = 2",7,"Cluster1",0.000396
"312","ENPAK30","ENP","AK","K = 2",7,"Cluster1",1e-05
"313","ENPBC16","ENP","BC","K = 2",7,"Cluster1",0.008169
"314","ENPBC17","ENP","BC","K = 2",7,"Cluster1",0.010786
"315","ENPBC18","ENP","BC","K = 2",7,"Cluster1",1e-05
"316","ENPCA01","ENP","CA","K = 2",7,"Cluster1",0.259251
"317","ENPCA02","ENP","CA","K = 2",7,"Cluster1",0.010475
"318","ENPCA03","ENP","CA","K = 2",7,"Cluster1",1e-05
"319","ENPCA04","ENP","CA","K = 2",7,"Cluster1",0.060502
"320","ENPCA05","ENP","CA","K = 2",7,"Cluster1",0.067734
"321","ENPCA06","ENP","CA","K = 2",7,"Cluster1",1e-05
"322","ENPCA07","ENP","CA","K = 2",7,"Cluster1",0.00432
"323","ENPCA08","ENP","CA","K = 2",7,"Cluster1",0.014709
"324","ENPCA09","ENP","CA","K = 2",7,"Cluster1",0.478686
"325","ENPOR10","ENP","OR","K = 2",7,"Cluster1",0.004834
"326","ENPOR11","ENP","OR","K = 2",7,"Cluster1",0.011845
"327","ENPOR12","ENP","OR","K = 2",7,"Cluster1",1e-05
"328","ENPOR13","ENP","OR","K = 2",7,"Cluster1",1e-05
"329","ENPWA14","ENP","WA","K = 2",7,"Cluster1",1e-05
"330","ENPWA15","ENP","WA","K = 2",7,"Cluster1",0.008722
"331","GOC002","GOC",NA,"K = 2",7,"Cluster1",0.99999
"332","GOC006","GOC",NA,"K = 2",7,"Cluster1",0.99999
"333","GOC010","GOC",NA,"K = 2",7,"Cluster1",0.468764
"334","GOC025","GOC",NA,"K = 2",7,"Cluster1",0.99999
"335","GOC038","GOC",NA,"K = 2",7,"Cluster1",0.99999
"336","GOC050","GOC",NA,"K = 2",7,"Cluster1",0.99999
"337","GOC053","GOC",NA,"K = 2",7,"Cluster1",0.99999
"338","GOC063","GOC",NA,"K = 2",7,"Cluster1",0.99999
"339","GOC068","GOC",NA,"K = 2",7,"Cluster1",0.99999
"340","GOC071","GOC",NA,"K = 2",7,"Cluster1",0.99999
"341","GOC077","GOC",NA,"K = 2",7,"Cluster1",0.99999
"342","GOC080","GOC",NA,"K = 2",7,"Cluster1",0.99999
"343","GOC082","GOC",NA,"K = 2",7,"Cluster1",0.99999
"344","GOC086","GOC",NA,"K = 2",7,"Cluster1",0.99999
"345","GOC091","GOC",NA,"K = 2",7,"Cluster1",0.99999
"346","GOC100","GOC",NA,"K = 2",7,"Cluster1",0.99999
"347","GOC111","GOC",NA,"K = 2",7,"Cluster1",0.99999
"348","GOC112","GOC",NA,"K = 2",7,"Cluster1",0.99999
"349","GOC116","GOC",NA,"K = 2",7,"Cluster1",0.99999
"350","GOC125","GOC",NA,"K = 2",7,"Cluster1",0.99999
"351","ENPAK19","ENP","AK","K = 2",8,"Cluster1",0.99999
"352","ENPAK20","ENP","AK","K = 2",8,"Cluster1",0.99999
"353","ENPAK21","ENP","AK","K = 2",8,"Cluster1",0.993826
"354","ENPAK22","ENP","AK","K = 2",8,"Cluster1",0.990212
"355","ENPAK23","ENP","AK","K = 2",8,"Cluster1",0.99999
"356","ENPAK24","ENP","AK","K = 2",8,"Cluster1",0.997356
"357","ENPAK25","ENP","AK","K = 2",8,"Cluster1",0.99999
"358","ENPAK26","ENP","AK","K = 2",8,"Cluster1",0.99999
"359","ENPAK27","ENP","AK","K = 2",8,"Cluster1",0.99999
"360","ENPAK28","ENP","AK","K = 2",8,"Cluster1",0.99083
"361","ENPAK29","ENP","AK","K = 2",8,"Cluster1",0.999604
"362","ENPAK30","ENP","AK","K = 2",8,"Cluster1",0.99999
"363","ENPBC16","ENP","BC","K = 2",8,"Cluster1",0.991832
"364","ENPBC17","ENP","BC","K = 2",8,"Cluster1",0.989214
"365","ENPBC18","ENP","BC","K = 2",8,"Cluster1",0.99999
"366","ENPCA01","ENP","CA","K = 2",8,"Cluster1",0.74075
"367","ENPCA02","ENP","CA","K = 2",8,"Cluster1",0.989524
"368","ENPCA03","ENP","CA","K = 2",8,"Cluster1",0.99999
"369","ENPCA04","ENP","CA","K = 2",8,"Cluster1",0.939498
"370","ENPCA05","ENP","CA","K = 2",8,"Cluster1",0.932266
"371","ENPCA06","ENP","CA","K = 2",8,"Cluster1",0.99999
"372","ENPCA07","ENP","CA","K = 2",8,"Cluster1",0.99568
"373","ENPCA08","ENP","CA","K = 2",8,"Cluster1",0.985291
"374","ENPCA09","ENP","CA","K = 2",8,"Cluster1",0.521314
"375","ENPOR10","ENP","OR","K = 2",8,"Cluster1",0.995166
"376","ENPOR11","ENP","OR","K = 2",8,"Cluster1",0.988155
"377","ENPOR12","ENP","OR","K = 2",8,"Cluster1",0.99999
"378","ENPOR13","ENP","OR","K = 2",8,"Cluster1",0.99999
"379","ENPWA14","ENP","WA","K = 2",8,"Cluster1",0.99999
"380","ENPWA15","ENP","WA","K = 2",8,"Cluster1",0.991278
"381","GOC002","GOC",NA,"K = 2",8,"Cluster1",1e-05
"382","GOC006","GOC",NA,"K = 2",8,"Cluster1",1e-05
"383","GOC010","GOC",NA,"K = 2",8,"Cluster1",0.531236
"384","GOC025","GOC",NA,"K = 2",8,"Cluster1",1e-05
"385","GOC038","GOC",NA,"K = 2",8,"Cluster1",1e-05
"386","GOC050","GOC",NA,"K = 2",8,"Cluster1",1e-05
"387","GOC053","GOC",NA,"K = 2",8,"Cluster1",1e-05
"388","GOC063","GOC",NA,"K = 2",8,"Cluster1",1e-05
"389","GOC068","GOC",NA,"K = 2",8,"Cluster1",1e-05
"390","GOC071","GOC",NA,"K = 2",8,"Cluster1",1e-05
"391","GOC077","GOC",NA,"K = 2",8,"Cluster1",1e-05
