"","SampleId","PopId","SubPopId","K","run","variable","value"
"1265","ENPBC18","ENP","BC","K = 3",6,"Cluster1",1e-05
"1266","ENPCA01","ENP","CA","K = 3",6,"Cluster1",0.512268
"1267","ENPCA02","ENP","CA","K = 3",6,"Cluster1",1e-05
"1268","ENPCA03","ENP","CA","K = 3",6,"Cluster1",1e-05
"1269","ENPCA04","ENP","CA","K = 3",6,"Cluster1",0.995549
"1270","ENPCA05","ENP","CA","K = 3",6,"Cluster1",0.480321
"1271","ENPCA06","ENP","CA","K = 3",6,"Cluster1",0.580744
"1272","ENPCA07","ENP","CA","K = 3",6,"Cluster1",0.634528
"1273","ENPCA08","ENP","CA","K = 3",6,"Cluster1",0.73379
"1274","ENPCA09","ENP","CA","K = 3",6,"Cluster1",0.305239
"1275","ENPOR10","ENP","OR","K = 3",6,"Cluster1",0.631858
"1276","ENPOR11","ENP","OR","K = 3",6,"Cluster1",0.633813
"1277","ENPOR12","ENP","OR","K = 3",6,"Cluster1",0.99998
"1278","ENPOR13","ENP","OR","K = 3",6,"Cluster1",0.678339
"1279","ENPWA14","ENP","WA","K = 3",6,"Cluster1",0.511168
"1280","ENPWA15","ENP","WA","K = 3",6,"Cluster1",0.576962
"1281","GOC002","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1282","GOC006","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1283","GOC010","GOC",NA,"K = 3",6,"Cluster1",0.338781
"1284","GOC025","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1285","GOC038","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1286","GOC050","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1287","GOC053","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1288","GOC063","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1289","GOC068","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1290","GOC071","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1291","GOC077","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1292","GOC080","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1293","GOC082","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1294","GOC086","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1295","GOC091","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1296","GOC100","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1297","GOC111","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1298","GOC112","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1299","GOC116","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1300","GOC125","GOC",NA,"K = 3",6,"Cluster1",1e-05
"1301","ENPAK19","ENP","AK","K = 3",7,"Cluster1",0.02021
"1302","ENPAK20","ENP","AK","K = 3",7,"Cluster1",0.039682
"1303","ENPAK21","ENP","AK","K = 3",7,"Cluster1",0.038185
"1304","ENPAK22","ENP","AK","K = 3",7,"Cluster1",0.059529
"1305","ENPAK23","ENP","AK","K = 3",7,"Cluster1",0.023862
"1306","ENPAK24","ENP","AK","K = 3",7,"Cluster1",0.048593
"1307","ENPAK25","ENP","AK","K = 3",7,"Cluster1",0.037173
"1308","ENPAK26","ENP","AK","K = 3",7,"Cluster1",1e-05
"1309","ENPAK27","ENP","AK","K = 3",7,"Cluster1",0.029918
"1310","ENPAK28","ENP","AK","K = 3",7,"Cluster1",0.038288
"1311","ENPAK29","ENP","AK","K = 3",7,"Cluster1",1e-05
"1312","ENPAK30","ENP","AK","K = 3",7,"Cluster1",0.007643
"1313","ENPBC16","ENP","BC","K = 3",7,"Cluster1",0.041307
"1314","ENPBC17","ENP","BC","K = 3",7,"Cluster1",0.193482
"1315","ENPBC18","ENP","BC","K = 3",7,"Cluster1",0.039503
"1316","ENPCA01","ENP","CA","K = 3",7,"Cluster1",0.027426
"1317","ENPCA02","ENP","CA","K = 3",7,"Cluster1",0.015313
"1318","ENPCA03","ENP","CA","K = 3",7,"Cluster1",1e-05
"1319","ENPCA04","ENP","CA","K = 3",7,"Cluster1",0.04845
"1320","ENPCA05","ENP","CA","K = 3",7,"Cluster1",0.041966
"1321","ENPCA06","ENP","CA","K = 3",7,"Cluster1",0.092745
"1322","ENPCA07","ENP","CA","K = 3",7,"Cluster1",0.015742
"1323","ENPCA08","ENP","CA","K = 3",7,"Cluster1",0.159974
"1324","ENPCA09","ENP","CA","K = 3",7,"Cluster1",0.032168
"1325","ENPOR10","ENP","OR","K = 3",7,"Cluster1",0.192288
"1326","ENPOR11","ENP","OR","K = 3",7,"Cluster1",0.022166
"1327","ENPOR12","ENP","OR","K = 3",7,"Cluster1",0.077978
"1328","ENPOR13","ENP","OR","K = 3",7,"Cluster1",0.999978
"1329","ENPWA14","ENP","WA","K = 3",7,"Cluster1",0.99998
"1330","ENPWA15","ENP","WA","K = 3",7,"Cluster1",0.094917
"1331","GOC002","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1332","GOC006","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1333","GOC010","GOC",NA,"K = 3",7,"Cluster1",0.040038
"1334","GOC025","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1335","GOC038","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1336","GOC050","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1337","GOC053","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1338","GOC063","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1339","GOC068","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1340","GOC071","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1341","GOC077","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1342","GOC080","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1343","GOC082","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1344","GOC086","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1345","GOC091","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1346","GOC100","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1347","GOC111","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1348","GOC112","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1349","GOC116","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1350","GOC125","GOC",NA,"K = 3",7,"Cluster1",1e-05
"1351","ENPAK19","ENP","AK","K = 3",8,"Cluster1",1e-05
"1352","ENPAK20","ENP","AK","K = 3",8,"Cluster1",1e-05
"1353","ENPAK21","ENP","AK","K = 3",8,"Cluster1",1e-05
"1354","ENPAK22","ENP","AK","K = 3",8,"Cluster1",1e-05
"1355","ENPAK23","ENP","AK","K = 3",8,"Cluster1",1e-05
"1356","ENPAK24","ENP","AK","K = 3",8,"Cluster1",0.010769
"1357","ENPAK25","ENP","AK","K = 3",8,"Cluster1",0.008674
"1358","ENPAK26","ENP","AK","K = 3",8,"Cluster1",1e-05
"1359","ENPAK27","ENP","AK","K = 3",8,"Cluster1",1e-05
"1360","ENPAK28","ENP","AK","K = 3",8,"Cluster1",0.015733
"1361","ENPAK29","ENP","AK","K = 3",8,"Cluster1",1e-05
"1362","ENPAK30","ENP","AK","K = 3",8,"Cluster1",1e-05
"1363","ENPBC16","ENP","BC","K = 3",8,"Cluster1",1e-05
"1364","ENPBC17","ENP","BC","K = 3",8,"Cluster1",1e-05
"1365","ENPBC18","ENP","BC","K = 3",8,"Cluster1",1e-05
"1366","ENPCA01","ENP","CA","K = 3",8,"Cluster1",0.171502
"1367","ENPCA02","ENP","CA","K = 3",8,"Cluster1",0.0085
"1368","ENPCA03","ENP","CA","K = 3",8,"Cluster1",1e-05
"1369","ENPCA04","ENP","CA","K = 3",8,"Cluster1",1e-05
"1370","ENPCA05","ENP","CA","K = 3",8,"Cluster1",0.056373
"1371","ENPCA06","ENP","CA","K = 3",8,"Cluster1",1e-05
"1372","ENPCA07","ENP","CA","K = 3",8,"Cluster1",0.012877
"1373","ENPCA08","ENP","CA","K = 3",8,"Cluster1",1e-05
"1374","ENPCA09","ENP","CA","K = 3",8,"Cluster1",0.452175
"1375","ENPOR10","ENP","OR","K = 3",8,"Cluster1",0.013681
"1376","ENPOR11","ENP","OR","K = 3",8,"Cluster1",0.018575
"1377","ENPOR12","ENP","OR","K = 3",8,"Cluster1",1e-05
"1378","ENPOR13","ENP","OR","K = 3",8,"Cluster1",1e-05
"1379","ENPWA14","ENP","WA","K = 3",8,"Cluster1",1e-05
"1380","ENPWA15","ENP","WA","K = 3",8,"Cluster1",0.016879
"1381","GOC002","GOC",NA,"K = 3",8,"Cluster1",0.99998
"1382","GOC006","GOC",NA,"K = 3",8,"Cluster1",1e-05
"1383","GOC010","GOC",NA,"K = 3",8,"Cluster1",0.382288
"1384","GOC025","GOC",NA,"K = 3",8,"Cluster1",1e-05
"1385","GOC038","GOC",NA,"K = 3",8,"Cluster1",0.99998
"1386","GOC050","GOC",NA,"K = 3",8,"Cluster1",0.99998
"1387","GOC053","GOC",NA,"K = 3",8,"Cluster1",0.99998
"1388","GOC063","GOC",NA,"K = 3",8,"Cluster1",0.99998
"1389","GOC068","GOC",NA,"K = 3",8,"Cluster1",0.641381
"1390","GOC071","GOC",NA,"K = 3",8,"Cluster1",0.99998
"1391","GOC077","GOC",NA,"K = 3",8,"Cluster1",0.99998
"1392","GOC080","GOC",NA,"K = 3",8,"Cluster1",1e-05
"1393","GOC082","GOC",NA,"K = 3",8,"Cluster1",0.844357
"1394","GOC086","GOC",NA,"K = 3",8,"Cluster1",0.99998
"1395","GOC091","GOC",NA,"K = 3",8,"Cluster1",0.99998
"1396","GOC100","GOC",NA,"K = 3",8,"Cluster1",0.99998
"1397","GOC111","GOC",NA,"K = 3",8,"Cluster1",1e-05
"1398","GOC112","GOC",NA,"K = 3",8,"Cluster1",0.99998
"1399","GOC116","GOC",NA,"K = 3",8,"Cluster1",0.976226
"1400","GOC125","GOC",NA,"K = 3",8,"Cluster1",0.692634
"1401","ENPAK19","ENP","AK","K = 3",9,"Cluster1",0.996988
"1402","ENPAK20","ENP","AK","K = 3",9,"Cluster1",0.99998
"1403","ENPAK21","ENP","AK","K = 3",9,"Cluster1",0.986793
"1404","ENPAK22","ENP","AK","K = 3",9,"Cluster1",0.981366
"1405","ENPAK23","ENP","AK","K = 3",9,"Cluster1",0.997202
"1406","ENPAK24","ENP","AK","K = 3",9,"Cluster1",0.989878
"1407","ENPAK25","ENP","AK","K = 3",9,"Cluster1",0.992269
"1408","ENPAK26","ENP","AK","K = 3",9,"Cluster1",0.983573
"1409","ENPAK27","ENP","AK","K = 3",9,"Cluster1",0.99998
"1410","ENPAK28","ENP","AK","K = 3",9,"Cluster1",0.984254
"1411","ENPAK29","ENP","AK","K = 3",9,"Cluster1",0.993533
"1412","ENPAK30","ENP","AK","K = 3",9,"Cluster1",0.99998
"1413","ENPBC16","ENP","BC","K = 3",9,"Cluster1",0.982047
"1414","ENPBC17","ENP","BC","K = 3",9,"Cluster1",0.980565
"1415","ENPBC18","ENP","BC","K = 3",9,"Cluster1",0.996457
"1416","ENPCA01","ENP","CA","K = 3",9,"Cluster1",0.738739
"1417","ENPCA02","ENP","CA","K = 3",9,"Cluster1",0.98493
"1418","ENPCA03","ENP","CA","K = 3",9,"Cluster1",0.99998
"1419","ENPCA04","ENP","CA","K = 3",9,"Cluster1",0.939639
"1420","ENPCA05","ENP","CA","K = 3",9,"Cluster1",0.927245
"1421","ENPCA06","ENP","CA","K = 3",9,"Cluster1",0.99998
"1422","ENPCA07","ENP","CA","K = 3",9,"Cluster1",0.988157
"1423","ENPCA08","ENP","CA","K = 3",9,"Cluster1",0.981094
"1424","ENPCA09","ENP","CA","K = 3",9,"Cluster1",0.518055
"1425","ENPOR10","ENP","OR","K = 3",9,"Cluster1",0.986994
"1426","ENPOR11","ENP","OR","K = 3",9,"Cluster1",0.981418
"1427","ENPOR12","ENP","OR","K = 3",9,"Cluster1",0.99998
"1428","ENPOR13","ENP","OR","K = 3",9,"Cluster1",0.99998
"1429","ENPWA14","ENP","WA","K = 3",9,"Cluster1",0.99998
"1430","ENPWA15","ENP","WA","K = 3",9,"Cluster1",0.983177
"1431","GOC002","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1432","GOC006","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1433","GOC010","GOC",NA,"K = 3",9,"Cluster1",0.529077
"1434","GOC025","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1435","GOC038","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1436","GOC050","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1437","GOC053","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1438","GOC063","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1439","GOC068","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1440","GOC071","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1441","GOC077","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1442","GOC080","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1443","GOC082","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1444","GOC086","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1445","GOC091","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1446","GOC100","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1447","GOC111","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1448","GOC112","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1449","GOC116","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1450","GOC125","GOC",NA,"K = 3",9,"Cluster1",1e-05
"1451","ENPAK19","ENP","AK","K = 3",10,"Cluster1",0.978182
"1452","ENPAK20","ENP","AK","K = 3",10,"Cluster1",0.988369
"1453","ENPAK21","ENP","AK","K = 3",10,"Cluster1",0.97174
"1454","ENPAK22","ENP","AK","K = 3",10,"Cluster1",0.968142
"1455","ENPAK23","ENP","AK","K = 3",10,"Cluster1",0.990489
"1456","ENPAK24","ENP","AK","K = 3",10,"Cluster1",0.97233
"1457","ENPAK25","ENP","AK","K = 3",10,"Cluster1",0.976841
"1458","ENPAK26","ENP","AK","K = 3",10,"Cluster1",0.986128
"1459","ENPAK27","ENP","AK","K = 3",10,"Cluster1",0.991361
"1460","ENPAK28","ENP","AK","K = 3",10,"Cluster1",0.967194
"1461","ENPAK29","ENP","AK","K = 3",10,"Cluster1",0.973457
"1462","ENPAK30","ENP","AK","K = 3",10,"Cluster1",0.993939
"1463","ENPBC16","ENP","BC","K = 3",10,"Cluster1",0.972518
"1464","ENPBC17","ENP","BC","K = 3",10,"Cluster1",0.969948
"1465","ENPBC18","ENP","BC","K = 3",10,"Cluster1",0.98655
"1466","ENPCA01","ENP","CA","K = 3",10,"Cluster1",0.727986
"1467","ENPCA02","ENP","CA","K = 3",10,"Cluster1",0.972657
"1468","ENPCA03","ENP","CA","K = 3",10,"Cluster1",0.989791
"1469","ENPCA04","ENP","CA","K = 3",10,"Cluster1",0.921445
"1470","ENPCA05","ENP","CA","K = 3",10,"Cluster1",0.913073
"1471","ENPCA06","ENP","CA","K = 3",10,"Cluster1",0.98647
"1472","ENPCA07","ENP","CA","K = 3",10,"Cluster1",0.97252
"1473","ENPCA08","ENP","CA","K = 3",10,"Cluster1",0.961552
"1474","ENPCA09","ENP","CA","K = 3",10,"Cluster1",0.515202
"1475","ENPOR10","ENP","OR","K = 3",10,"Cluster1",0.973351
"1476","ENPOR11","ENP","OR","K = 3",10,"Cluster1",0.962281
"1477","ENPOR12","ENP","OR","K = 3",10,"Cluster1",0.99998
"1478","ENPOR13","ENP","OR","K = 3",10,"Cluster1",0.979635
"1479","ENPWA14","ENP","WA","K = 3",10,"Cluster1",0.984583
"1480","ENPWA15","ENP","WA","K = 3",10,"Cluster1",0.968958
"1481","GOC002","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1482","GOC006","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1483","GOC010","GOC",NA,"K = 3",10,"Cluster1",0.523059
"1484","GOC025","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1485","GOC038","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1486","GOC050","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1487","GOC053","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1488","GOC063","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1489","GOC068","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1490","GOC071","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1491","GOC077","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1492","GOC080","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1493","GOC082","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1494","GOC086","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1495","GOC091","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1496","GOC100","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1497","GOC111","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1498","GOC112","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1499","GOC116","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1500","GOC125","GOC",NA,"K = 3",10,"Cluster1",1e-05
"1501","ENPAK19","ENP","AK","K = 3",1,"Cluster2",1e-05
"1502","ENPAK20","ENP","AK","K = 3",1,"Cluster2",1e-05
"1503","ENPAK21","ENP","AK","K = 3",1,"Cluster2",0.00187
"1504","ENPAK22","ENP","AK","K = 3",1,"Cluster2",0.004057
"1505","ENPAK23","ENP","AK","K = 3",1,"Cluster2",1e-05
"1506","ENPAK24","ENP","AK","K = 3",1,"Cluster2",1e-05
"1507","ENPAK25","ENP","AK","K = 3",1,"Cluster2",1e-05
"1508","ENPAK26","ENP","AK","K = 3",1,"Cluster2",1e-05
"1509","ENPAK27","ENP","AK","K = 3",1,"Cluster2",1e-05
"1510","ENPAK28","ENP","AK","K = 3",1,"Cluster2",0.004895
"1511","ENPAK29","ENP","AK","K = 3",1,"Cluster2",1e-05
"1512","ENPAK30","ENP","AK","K = 3",1,"Cluster2",1e-05
"1513","ENPBC16","ENP","BC","K = 3",1,"Cluster2",0.001954
"1514","ENPBC17","ENP","BC","K = 3",1,"Cluster2",0.006955
"1515","ENPBC18","ENP","BC","K = 3",1,"Cluster2",1e-05
"1516","ENPCA01","ENP","CA","K = 3",1,"Cluster2",0.2527
"1517","ENPCA02","ENP","CA","K = 3",1,"Cluster2",1e-05
"1518","ENPCA03","ENP","CA","K = 3",1,"Cluster2",1e-05
"1519","ENPCA04","ENP","CA","K = 3",1,"Cluster2",0.022576
"1520","ENPCA05","ENP","CA","K = 3",1,"Cluster2",0.035817
"1521","ENPCA06","ENP","CA","K = 3",1,"Cluster2",1e-05
"1522","ENPCA07","ENP","CA","K = 3",1,"Cluster2",1e-05
"1523","ENPCA08","ENP","CA","K = 3",1,"Cluster2",0.010467
"1524","ENPCA09","ENP","CA","K = 3",1,"Cluster2",0.475796
"1525","ENPOR10","ENP","OR","K = 3",1,"Cluster2",1e-05
"1526","ENPOR11","ENP","OR","K = 3",1,"Cluster2",0.007146
"1527","ENPOR12","ENP","OR","K = 3",1,"Cluster2",1e-05
"1528","ENPOR13","ENP","OR","K = 3",1,"Cluster2",1e-05
"1529","ENPWA14","ENP","WA","K = 3",1,"Cluster2",1e-05
"1530","ENPWA15","ENP","WA","K = 3",1,"Cluster2",1e-05
"1531","GOC002","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1532","GOC006","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1533","GOC010","GOC",NA,"K = 3",1,"Cluster2",0.465248
"1534","GOC025","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1535","GOC038","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1536","GOC050","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1537","GOC053","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1538","GOC063","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1539","GOC068","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1540","GOC071","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1541","GOC077","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1542","GOC080","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1543","GOC082","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1544","GOC086","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1545","GOC091","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1546","GOC100","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1547","GOC111","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1548","GOC112","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1549","GOC116","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1550","GOC125","GOC",NA,"K = 3",1,"Cluster2",0.99998
"1551","ENPAK19","ENP","AK","K = 3",2,"Cluster2",0.99998
"1552","ENPAK20","ENP","AK","K = 3",2,"Cluster2",0.740819
"1553","ENPAK21","ENP","AK","K = 3",2,"Cluster2",0.698905
"1554","ENPAK22","ENP","AK","K = 3",2,"Cluster2",0.762717
"1555","ENPAK23","ENP","AK","K = 3",2,"Cluster2",0.714184
"1556","ENPAK24","ENP","AK","K = 3",2,"Cluster2",0.693911
"1557","ENPAK25","ENP","AK","K = 3",2,"Cluster2",0.639352
"1558","ENPAK26","ENP","AK","K = 3",2,"Cluster2",0.734501
"1559","ENPAK27","ENP","AK","K = 3",2,"Cluster2",0.748409
"1560","ENPAK28","ENP","AK","K = 3",2,"Cluster2",0.725733
"1561","ENPAK29","ENP","AK","K = 3",2,"Cluster2",0.99998
"1562","ENPAK30","ENP","AK","K = 3",2,"Cluster2",0.99998
"1563","ENPBC16","ENP","BC","K = 3",2,"Cluster2",0.99998
"1564","ENPBC17","ENP","BC","K = 3",2,"Cluster2",0.543792
"1565","ENPBC18","ENP","BC","K = 3",2,"Cluster2",1e-05
"1566","ENPCA01","ENP","CA","K = 3",2,"Cluster2",0.394528
"1567","ENPCA02","ENP","CA","K = 3",2,"Cluster2",0.580625
"1568","ENPCA03","ENP","CA","K = 3",2,"Cluster2",0.578757
"1569","ENPCA04","ENP","CA","K = 3",2,"Cluster2",0.563386
"1570","ENPCA05","ENP","CA","K = 3",2,"Cluster2",1e-05
"1571","ENPCA06","ENP","CA","K = 3",2,"Cluster2",0.604728
"1572","ENPCA07","ENP","CA","K = 3",2,"Cluster2",0.99998
"1573","ENPCA08","ENP","CA","K = 3",2,"Cluster2",1e-05
"1574","ENPCA09","ENP","CA","K = 3",2,"Cluster2",0.337329
"1575","ENPOR10","ENP","OR","K = 3",2,"Cluster2",0.569546
"1576","ENPOR11","ENP","OR","K = 3",2,"Cluster2",0.99998
"1577","ENPOR12","ENP","OR","K = 3",2,"Cluster2",0.601015
"1578","ENPOR13","ENP","OR","K = 3",2,"Cluster2",1e-05
"1579","ENPWA14","ENP","WA","K = 3",2,"Cluster2",1e-05
"1580","ENPWA15","ENP","WA","K = 3",2,"Cluster2",0.607589
"1581","GOC002","GOC",NA,"K = 3",2,"Cluster2",1e-05
"1582","GOC006","GOC",NA,"K = 3",2,"Cluster2",1e-05
"1583","GOC010","GOC",NA,"K = 3",2,"Cluster2",0.300507
"1584","GOC025","GOC",NA,"K = 3",2,"Cluster2",1.6e-05
"1585","GOC038","GOC",NA,"K = 3",2,"Cluster2",1e-05
"1586","GOC050","GOC",NA,"K = 3",2,"Cluster2",1e-05
"1587","GOC053","GOC",NA,"K = 3",2,"Cluster2",1e-05
"1588","GOC063","GOC",NA,"K = 3",2,"Cluster2",1e-05
"1589","GOC068","GOC",NA,"K = 3",2,"Cluster2",1e-05
"1590","GOC071","GOC",NA,"K = 3",2,"Cluster2",1e-05
"1591","GOC077","GOC",NA,"K = 3",2,"Cluster2",1e-05
"1592","GOC080","GOC",NA,"K = 3",2,"Cluster2",1e-05
"1593","GOC082","GOC",NA,"K = 3",2,"Cluster2",1e-05
"1594","GOC086","GOC",NA,"K = 3",2,"Cluster2",1e-05
"1595","GOC091","GOC",NA,"K = 3",2,"Cluster2",1e-05
"1596","GOC100","GOC",NA,"K = 3",2,"Cluster2",1e-05
"1597","GOC111","GOC",NA,"K = 3",2,"Cluster2",1e-05
"1598","GOC112","GOC",NA,"K = 3",2,"Cluster2",1e-05
"1599","GOC116","GOC",NA,"K = 3",2,"Cluster2",1e-05
"1600","GOC125","GOC",NA,"K = 3",2,"Cluster2",1e-05
"1601","ENPAK19","ENP","AK","K = 3",3,"Cluster2",0.777531
"1602","ENPAK20","ENP","AK","K = 3",3,"Cluster2",0.804661
"1603","ENPAK21","ENP","AK","K = 3",3,"Cluster2",0.812844
"1604","ENPAK22","ENP","AK","K = 3",3,"Cluster2",0.797257
"1605","ENPAK23","ENP","AK","K = 3",3,"Cluster2",0.762689
"1606","ENPAK24","ENP","AK","K = 3",3,"Cluster2",0.750673
"1607","ENPAK25","ENP","AK","K = 3",3,"Cluster2",0.99998
"1608","ENPAK26","ENP","AK","K = 3",3,"Cluster2",0.741299
"1609","ENPAK27","ENP","AK","K = 3",3,"Cluster2",0.99998
"1610","ENPAK28","ENP","AK","K = 3",3,"Cluster2",0.99998
"1611","ENPAK29","ENP","AK","K = 3",3,"Cluster2",0.812759
"1612","ENPAK30","ENP","AK","K = 3",3,"Cluster2",0.793596
"1613","ENPBC16","ENP","BC","K = 3",3,"Cluster2",0.727744
"1614","ENPBC17","ENP","BC","K = 3",3,"Cluster2",0.798243
"1615","ENPBC18","ENP","BC","K = 3",3,"Cluster2",0.784405
"1616","ENPCA01","ENP","CA","K = 3",3,"Cluster2",0.454005
"1617","ENPCA02","ENP","CA","K = 3",3,"Cluster2",1e-05
"1618","ENPCA03","ENP","CA","K = 3",3,"Cluster2",1e-05
"1619","ENPCA04","ENP","CA","K = 3",3,"Cluster2",0.643401
"1620","ENPCA05","ENP","CA","K = 3",3,"Cluster2",1e-05
"1621","ENPCA06","ENP","CA","K = 3",3,"Cluster2",0.746646
"1622","ENPCA07","ENP","CA","K = 3",3,"Cluster2",0.99998
"1623","ENPCA08","ENP","CA","K = 3",3,"Cluster2",1e-05
"1624","ENPCA09","ENP","CA","K = 3",3,"Cluster2",0.360518
"1625","ENPOR10","ENP","OR","K = 3",3,"Cluster2",0.783041
"1626","ENPOR11","ENP","OR","K = 3",3,"Cluster2",0.997431
"1627","ENPOR12","ENP","OR","K = 3",3,"Cluster2",0.732389
"1628","ENPOR13","ENP","OR","K = 3",3,"Cluster2",0.659678
"1629","ENPWA14","ENP","WA","K = 3",3,"Cluster2",0.778178
"1630","ENPWA15","ENP","WA","K = 3",3,"Cluster2",0.731021
"1631","GOC002","GOC",NA,"K = 3",3,"Cluster2",1e-05
"1632","GOC006","GOC",NA,"K = 3",3,"Cluster2",1e-05
"1633","GOC010","GOC",NA,"K = 3",3,"Cluster2",0.376958
"1634","GOC025","GOC",NA,"K = 3",3,"Cluster2",1e-05
"1635","GOC038","GOC",NA,"K = 3",3,"Cluster2",1e-05
"1636","GOC050","GOC",NA,"K = 3",3,"Cluster2",1e-05
"1637","GOC053","GOC",NA,"K = 3",3,"Cluster2",1e-05
"1638","GOC063","GOC",NA,"K = 3",3,"Cluster2",1e-05
"1639","GOC068","GOC",NA,"K = 3",3,"Cluster2",1e-05
"1640","GOC071","GOC",NA,"K = 3",3,"Cluster2",1e-05
"1641","GOC077","GOC",NA,"K = 3",3,"Cluster2",1e-05
"1642","GOC080","GOC",NA,"K = 3",3,"Cluster2",1e-05
"1643","GOC082","GOC",NA,"K = 3",3,"Cluster2",1.9e-05
"1644","GOC086","GOC",NA,"K = 3",3,"Cluster2",1e-05
"1645","GOC091","GOC",NA,"K = 3",3,"Cluster2",1e-05
