"","ID1","ID2","kinship_B_separate_ENP","kinship_C_middle_ENP","kinship_A_all_ENP","PopId","SubPopId","SubPopId2"
"288","GOC091","GOC100",0.0358868264757317,0.0358868264757317,0.0358868264757317,"GOC","GOC","GOC"
"289","GOC091","GOC111",0.0706339048559857,0.0706339048559857,0.0706339048559857,"GOC","GOC","GOC"
"290","GOC091","GOC112",0.0489180169109106,0.0489180169109106,0.0489180169109106,"GOC","GOC","GOC"
"291","GOC091","GOC116",0.046413643235286,0.046413643235286,0.046413643235286,"GOC","GOC","GOC"
"292","GOC091","GOC125",0.0540927173557606,0.0540927173557606,0.0540927173557606,"GOC","GOC","GOC"
"293","GOC100","GOC111",0.0394642762853637,0.0394642762853637,0.0394642762853637,"GOC","GOC","GOC"
"294","GOC100","GOC112",0.0187056994069323,0.0187056994069323,0.0187056994069323,"GOC","GOC","GOC"
"295","GOC100","GOC116",0.0321043685809507,0.0321043685809507,0.0321043685809507,"GOC","GOC","GOC"
"296","GOC100","GOC125",0.0300799338713572,0.0300799338713572,0.0300799338713572,"GOC","GOC","GOC"
"297","GOC111","GOC112",0.0465776714366577,0.0465776714366577,0.0465776714366577,"GOC","GOC","GOC"
"298","GOC111","GOC116",0.0542238835117251,0.0542238835117251,0.0542238835117251,"GOC","GOC","GOC"
"299","GOC111","GOC125",0.0830900747982429,0.0830900747982429,0.0830900747982429,"GOC","GOC","GOC"
"300","GOC112","GOC116",0.0450329090120205,0.0450329090120205,0.0450329090120205,"GOC","GOC","GOC"
"301","GOC112","GOC125",0.0449213683646719,0.0449213683646719,0.0449213683646719,"GOC","GOC","GOC"
"302","GOC116","GOC125",0.0487508279555456,0.0487508279555456,0.0487508279555456,"GOC","GOC","GOC"
"303","ENPBC16","ENPOR10",NA,0.00612923659398932,0,"ENP","BC","MENP"
"304","ENPBC16","ENPOR11",NA,0,0,"ENP","BC","MENP"
"305","ENPBC16","ENPOR12",NA,0,0,"ENP","BC","MENP"
"306","ENPBC16","ENPOR13",NA,0,0,"ENP","BC","MENP"
"307","ENPBC16","ENPWA14",NA,0,0,"ENP","BC","MENP"
"308","ENPBC16","ENPWA15",NA,0,0,"ENP","BC","MENP"
"309","ENPBC17","ENPOR10",NA,0,0,"ENP","BC","MENP"
"310","ENPBC17","ENPOR11",NA,0,0,"ENP","BC","MENP"
"311","ENPBC17","ENPOR12",NA,0,0,"ENP","BC","MENP"
"312","ENPBC17","ENPOR13",NA,0,0,"ENP","BC","MENP"
"313","ENPBC17","ENPWA14",NA,0.0364115911802056,0.0308511014387091,"ENP","BC","MENP"
"314","ENPBC17","ENPWA15",NA,0,0,"ENP","BC","MENP"
"315","ENPBC18","ENPOR10",NA,0,0,"ENP","BC","MENP"
"316","ENPBC18","ENPOR11",NA,0,0,"ENP","BC","MENP"
"317","ENPBC18","ENPOR12",NA,0,0,"ENP","BC","MENP"
"318","ENPBC18","ENPOR13",NA,0,0,"ENP","BC","MENP"
"319","ENPBC18","ENPWA14",NA,0,0,"ENP","BC","MENP"
"320","ENPBC18","ENPWA15",NA,0,0,"ENP","BC","MENP"
"321","ENPOR10","ENPWA14",NA,0.00499581420146321,0.00384433115455203,"ENP","OR","MENP"
"322","ENPOR10","ENPWA15",NA,0,0,"ENP","OR","MENP"
"323","ENPOR11","ENPWA14",NA,0,0,"ENP","OR","MENP"
"324","ENPOR11","ENPWA15",NA,0.00557075628147425,0,"ENP","OR","MENP"
"325","ENPOR12","ENPWA14",NA,0,0,"ENP","OR","MENP"
"326","ENPOR12","ENPWA15",NA,0,0,"ENP","OR","MENP"
"327","ENPOR13","ENPWA14",NA,0.0601492253937996,0.0634573821083818,"ENP","OR","MENP"
"328","ENPOR13","ENPWA15",NA,0,0,"ENP","OR","MENP"
"329","ENPAK19","ENPBC16",NA,NA,0,"ENP","AK","AK"
"330","ENPAK19","ENPBC17",NA,NA,0,"ENP","AK","AK"
"331","ENPAK19","ENPBC18",NA,NA,0,"ENP","AK","AK"
"332","ENPAK19","ENPCA01",NA,NA,0.00174618895486615,"ENP","AK","AK"
"333","ENPAK19","ENPCA02",NA,NA,0,"ENP","AK","AK"
"334","ENPAK19","ENPCA03",NA,NA,0,"ENP","AK","AK"
"335","ENPAK19","ENPCA04",NA,NA,0,"ENP","AK","AK"
"336","ENPAK19","ENPCA05",NA,NA,0,"ENP","AK","AK"
"337","ENPAK19","ENPCA06",NA,NA,0,"ENP","AK","AK"
"338","ENPAK19","ENPCA07",NA,NA,0,"ENP","AK","AK"
"339","ENPAK19","ENPCA08",NA,NA,0,"ENP","AK","AK"
"340","ENPAK19","ENPCA09",NA,NA,0.0315145078331716,"ENP","AK","AK"
"341","ENPAK19","ENPOR10",NA,NA,0,"ENP","AK","AK"
"342","ENPAK19","ENPOR11",NA,NA,0,"ENP","AK","AK"
"343","ENPAK19","ENPOR12",NA,NA,0,"ENP","AK","AK"
"344","ENPAK19","ENPOR13",NA,NA,0,"ENP","AK","AK"
"345","ENPAK19","ENPWA14",NA,NA,0,"ENP","AK","AK"
"346","ENPAK19","ENPWA15",NA,NA,0,"ENP","AK","AK"
"347","ENPAK20","ENPBC16",NA,NA,0,"ENP","AK","AK"
"348","ENPAK20","ENPBC17",NA,NA,0,"ENP","AK","AK"
"349","ENPAK20","ENPBC18",NA,NA,0,"ENP","AK","AK"
"350","ENPAK20","ENPCA01",NA,NA,0.00349591465697636,"ENP","AK","AK"
"351","ENPAK20","ENPCA02",NA,NA,0,"ENP","AK","AK"
"352","ENPAK20","ENPCA03",NA,NA,0,"ENP","AK","AK"
"353","ENPAK20","ENPCA04",NA,NA,0,"ENP","AK","AK"
"354","ENPAK20","ENPCA05",NA,NA,0,"ENP","AK","AK"
"355","ENPAK20","ENPCA06",NA,NA,0,"ENP","AK","AK"
"356","ENPAK20","ENPCA07",NA,NA,0,"ENP","AK","AK"
"357","ENPAK20","ENPCA08",NA,NA,0,"ENP","AK","AK"
"358","ENPAK20","ENPCA09",NA,NA,0.0264550731040994,"ENP","AK","AK"
"359","ENPAK20","ENPOR10",NA,NA,0,"ENP","AK","AK"
"360","ENPAK20","ENPOR11",NA,NA,0,"ENP","AK","AK"
"361","ENPAK20","ENPOR12",NA,NA,0,"ENP","AK","AK"
"362","ENPAK20","ENPOR13",NA,NA,0,"ENP","AK","AK"
"363","ENPAK20","ENPWA14",NA,NA,0,"ENP","AK","AK"
"364","ENPAK20","ENPWA15",NA,NA,0,"ENP","AK","AK"
"365","ENPAK21","ENPBC16",NA,NA,0,"ENP","AK","AK"
"366","ENPAK21","ENPBC17",NA,NA,0,"ENP","AK","AK"
"367","ENPAK21","ENPBC18",NA,NA,0,"ENP","AK","AK"
"368","ENPAK21","ENPCA01",NA,NA,0,"ENP","AK","AK"
"369","ENPAK21","ENPCA02",NA,NA,0,"ENP","AK","AK"
"370","ENPAK21","ENPCA03",NA,NA,0,"ENP","AK","AK"
"371","ENPAK21","ENPCA04",NA,NA,0,"ENP","AK","AK"
"372","ENPAK21","ENPCA05",NA,NA,0,"ENP","AK","AK"
"373","ENPAK21","ENPCA06",NA,NA,0,"ENP","AK","AK"
"374","ENPAK21","ENPCA07",NA,NA,0,"ENP","AK","AK"
"375","ENPAK21","ENPCA08",NA,NA,0,"ENP","AK","AK"
"376","ENPAK21","ENPCA09",NA,NA,0.027454924134706,"ENP","AK","AK"
"377","ENPAK21","ENPOR10",NA,NA,0,"ENP","AK","AK"
"378","ENPAK21","ENPOR11",NA,NA,0,"ENP","AK","AK"
"379","ENPAK21","ENPOR12",NA,NA,0,"ENP","AK","AK"
"380","ENPAK21","ENPOR13",NA,NA,0,"ENP","AK","AK"
"381","ENPAK21","ENPWA14",NA,NA,0,"ENP","AK","AK"
"382","ENPAK21","ENPWA15",NA,NA,0,"ENP","AK","AK"
"383","ENPAK22","ENPBC16",NA,NA,0.0121361507918714,"ENP","AK","AK"
"384","ENPAK22","ENPBC17",NA,NA,0,"ENP","AK","AK"
"385","ENPAK22","ENPBC18",NA,NA,0,"ENP","AK","AK"
"386","ENPAK22","ENPCA01",NA,NA,0.00757907014327508,"ENP","AK","AK"
"387","ENPAK22","ENPCA02",NA,NA,0,"ENP","AK","AK"
"388","ENPAK22","ENPCA03",NA,NA,0,"ENP","AK","AK"
"389","ENPAK22","ENPCA04",NA,NA,0,"ENP","AK","AK"
"390","ENPAK22","ENPCA05",NA,NA,0,"ENP","AK","AK"
"391","ENPAK22","ENPCA06",NA,NA,0,"ENP","AK","AK"
"392","ENPAK22","ENPCA07",NA,NA,0,"ENP","AK","AK"
"393","ENPAK22","ENPCA08",NA,NA,0,"ENP","AK","AK"
"394","ENPAK22","ENPCA09",NA,NA,0.0244770880455664,"ENP","AK","AK"
"395","ENPAK22","ENPOR10",NA,NA,0,"ENP","AK","AK"
"396","ENPAK22","ENPOR11",NA,NA,0,"ENP","AK","AK"
"397","ENPAK22","ENPOR12",NA,NA,0,"ENP","AK","AK"
"398","ENPAK22","ENPOR13",NA,NA,0,"ENP","AK","AK"
"399","ENPAK22","ENPWA14",NA,NA,0,"ENP","AK","AK"
"400","ENPAK22","ENPWA15",NA,NA,0,"ENP","AK","AK"
"401","ENPAK23","ENPBC16",NA,NA,0,"ENP","AK","AK"
"402","ENPAK23","ENPBC17",NA,NA,0,"ENP","AK","AK"
"403","ENPAK23","ENPBC18",NA,NA,0,"ENP","AK","AK"
"404","ENPAK23","ENPCA01",NA,NA,0,"ENP","AK","AK"
"405","ENPAK23","ENPCA02",NA,NA,0,"ENP","AK","AK"
"406","ENPAK23","ENPCA03",NA,NA,0,"ENP","AK","AK"
"407","ENPAK23","ENPCA04",NA,NA,0,"ENP","AK","AK"
"408","ENPAK23","ENPCA05",NA,NA,0,"ENP","AK","AK"
"409","ENPAK23","ENPCA06",NA,NA,0,"ENP","AK","AK"
"410","ENPAK23","ENPCA07",NA,NA,0,"ENP","AK","AK"
"411","ENPAK23","ENPCA08",NA,NA,0,"ENP","AK","AK"
"412","ENPAK23","ENPCA09",NA,NA,0.0233318983124356,"ENP","AK","AK"
"413","ENPAK23","ENPOR10",NA,NA,0,"ENP","AK","AK"
"414","ENPAK23","ENPOR11",NA,NA,0,"ENP","AK","AK"
"415","ENPAK23","ENPOR12",NA,NA,0,"ENP","AK","AK"
"416","ENPAK23","ENPOR13",NA,NA,0,"ENP","AK","AK"
"417","ENPAK23","ENPWA14",NA,NA,0,"ENP","AK","AK"
"418","ENPAK23","ENPWA15",NA,NA,0,"ENP","AK","AK"
"419","ENPAK24","ENPBC16",NA,NA,0,"ENP","AK","AK"
"420","ENPAK24","ENPBC17",NA,NA,0,"ENP","AK","AK"
"421","ENPAK24","ENPBC18",NA,NA,0,"ENP","AK","AK"
"422","ENPAK24","ENPCA01",NA,NA,0.00693585749141995,"ENP","AK","AK"
"423","ENPAK24","ENPCA02",NA,NA,0,"ENP","AK","AK"
"424","ENPAK24","ENPCA03",NA,NA,0,"ENP","AK","AK"
"425","ENPAK24","ENPCA04",NA,NA,0,"ENP","AK","AK"
"426","ENPAK24","ENPCA05",NA,NA,0,"ENP","AK","AK"
"427","ENPAK24","ENPCA06",NA,NA,0,"ENP","AK","AK"
"428","ENPAK24","ENPCA07",NA,NA,0,"ENP","AK","AK"
"429","ENPAK24","ENPCA08",NA,NA,0,"ENP","AK","AK"
"430","ENPAK24","ENPCA09",NA,NA,0.0320838362120527,"ENP","AK","AK"
"431","ENPAK24","ENPOR10",NA,NA,0,"ENP","AK","AK"
"432","ENPAK24","ENPOR11",NA,NA,0,"ENP","AK","AK"
"433","ENPAK24","ENPOR12",NA,NA,0,"ENP","AK","AK"
"434","ENPAK24","ENPOR13",NA,NA,0,"ENP","AK","AK"
"435","ENPAK24","ENPWA14",NA,NA,0,"ENP","AK","AK"
"436","ENPAK24","ENPWA15",NA,NA,0,"ENP","AK","AK"
"437","ENPAK25","ENPBC16",NA,NA,0,"ENP","AK","AK"
"438","ENPAK25","ENPBC17",NA,NA,0,"ENP","AK","AK"
"439","ENPAK25","ENPBC18",NA,NA,0.00429525216629273,"ENP","AK","AK"
"440","ENPAK25","ENPCA01",NA,NA,0,"ENP","AK","AK"
"441","ENPAK25","ENPCA02",NA,NA,0,"ENP","AK","AK"
"442","ENPAK25","ENPCA03",NA,NA,0,"ENP","AK","AK"
"443","ENPAK25","ENPCA04",NA,NA,0,"ENP","AK","AK"
"444","ENPAK25","ENPCA05",NA,NA,0,"ENP","AK","AK"
"445","ENPAK25","ENPCA06",NA,NA,0,"ENP","AK","AK"
"446","ENPAK25","ENPCA07",NA,NA,0,"ENP","AK","AK"
"447","ENPAK25","ENPCA08",NA,NA,0,"ENP","AK","AK"
"448","ENPAK25","ENPCA09",NA,NA,0.0281193282380854,"ENP","AK","AK"
"449","ENPAK25","ENPOR10",NA,NA,0,"ENP","AK","AK"
"450","ENPAK25","ENPOR11",NA,NA,0,"ENP","AK","AK"
"451","ENPAK25","ENPOR12",NA,NA,0,"ENP","AK","AK"
"452","ENPAK25","ENPOR13",NA,NA,0,"ENP","AK","AK"
"453","ENPAK25","ENPWA14",NA,NA,0,"ENP","AK","AK"
"454","ENPAK25","ENPWA15",NA,NA,0,"ENP","AK","AK"
"455","ENPAK26","ENPBC16",NA,NA,0,"ENP","AK","AK"
"456","ENPAK26","ENPBC17",NA,NA,0,"ENP","AK","AK"
"457","ENPAK26","ENPBC18",NA,NA,0,"ENP","AK","AK"
"458","ENPAK26","ENPCA01",NA,NA,0.0058783076698064,"ENP","AK","AK"
"459","ENPAK26","ENPCA02",NA,NA,0,"ENP","AK","AK"
"460","ENPAK26","ENPCA03",NA,NA,0,"ENP","AK","AK"
"461","ENPAK26","ENPCA04",NA,NA,0,"ENP","AK","AK"
"462","ENPAK26","ENPCA05",NA,NA,0,"ENP","AK","AK"
"463","ENPAK26","ENPCA06",NA,NA,0,"ENP","AK","AK"
"464","ENPAK26","ENPCA07",NA,NA,0,"ENP","AK","AK"
"465","ENPAK26","ENPCA08",NA,NA,0,"ENP","AK","AK"
"466","ENPAK26","ENPCA09",NA,NA,0.0319294551734879,"ENP","AK","AK"
"467","ENPAK26","ENPOR10",NA,NA,0,"ENP","AK","AK"
"468","ENPAK26","ENPOR11",NA,NA,0,"ENP","AK","AK"
"469","ENPAK26","ENPOR12",NA,NA,0,"ENP","AK","AK"
"470","ENPAK26","ENPOR13",NA,NA,0,"ENP","AK","AK"
"471","ENPAK26","ENPWA14",NA,NA,0,"ENP","AK","AK"
"472","ENPAK26","ENPWA15",NA,NA,0,"ENP","AK","AK"
"473","ENPAK27","ENPBC16",NA,NA,0,"ENP","AK","AK"
"474","ENPAK27","ENPBC17",NA,NA,0,"ENP","AK","AK"
"475","ENPAK27","ENPBC18",NA,NA,0,"ENP","AK","AK"
"476","ENPAK27","ENPCA01",NA,NA,0,"ENP","AK","AK"
"477","ENPAK27","ENPCA02",NA,NA,0,"ENP","AK","AK"
"478","ENPAK27","ENPCA03",NA,NA,0,"ENP","AK","AK"
"479","ENPAK27","ENPCA04",NA,NA,0,"ENP","AK","AK"
"480","ENPAK27","ENPCA05",NA,NA,0,"ENP","AK","AK"
"481","ENPAK27","ENPCA06",NA,NA,0,"ENP","AK","AK"
"482","ENPAK27","ENPCA07",NA,NA,0,"ENP","AK","AK"
"483","ENPAK27","ENPCA08",NA,NA,0,"ENP","AK","AK"
"484","ENPAK27","ENPCA09",NA,NA,0.0238234994906033,"ENP","AK","AK"
"485","ENPAK27","ENPOR10",NA,NA,0,"ENP","AK","AK"
"486","ENPAK27","ENPOR11",NA,NA,0,"ENP","AK","AK"
"487","ENPAK27","ENPOR12",NA,NA,0,"ENP","AK","AK"
"488","ENPAK27","ENPOR13",NA,NA,0,"ENP","AK","AK"
"489","ENPAK27","ENPWA14",NA,NA,0,"ENP","AK","AK"
"490","ENPAK27","ENPWA15",NA,NA,0,"ENP","AK","AK"
"491","ENPAK28","ENPBC16",NA,NA,0,"ENP","AK","AK"
"492","ENPAK28","ENPBC17",NA,NA,0,"ENP","AK","AK"
"493","ENPAK28","ENPBC18",NA,NA,0,"ENP","AK","AK"
"494","ENPAK28","ENPCA01",NA,NA,0,"ENP","AK","AK"
"495","ENPAK28","ENPCA02",NA,NA,0,"ENP","AK","AK"
"496","ENPAK28","ENPCA03",NA,NA,0,"ENP","AK","AK"
"497","ENPAK28","ENPCA04",NA,NA,0,"ENP","AK","AK"
"498","ENPAK28","ENPCA05",NA,NA,0,"ENP","AK","AK"
"499","ENPAK28","ENPCA06",NA,NA,0,"ENP","AK","AK"
"500","ENPAK28","ENPCA07",NA,NA,0,"ENP","AK","AK"
"501","ENPAK28","ENPCA08",NA,NA,0,"ENP","AK","AK"
"502","ENPAK28","ENPCA09",NA,NA,0.017696754397684,"ENP","AK","AK"
"503","ENPAK28","ENPOR10",NA,NA,0,"ENP","AK","AK"
"504","ENPAK28","ENPOR11",NA,NA,0,"ENP","AK","AK"
"505","ENPAK28","ENPOR12",NA,NA,0,"ENP","AK","AK"
"506","ENPAK28","ENPOR13",NA,NA,0,"ENP","AK","AK"
"507","ENPAK28","ENPWA14",NA,NA,0,"ENP","AK","AK"
"508","ENPAK28","ENPWA15",NA,NA,0,"ENP","AK","AK"
"509","ENPAK29","ENPBC16",NA,NA,0,"ENP","AK","AK"
"510","ENPAK29","ENPBC17",NA,NA,0,"ENP","AK","AK"
"511","ENPAK29","ENPBC18",NA,NA,0,"ENP","AK","AK"
"512","ENPAK29","ENPCA01",NA,NA,0,"ENP","AK","AK"
"513","ENPAK29","ENPCA02",NA,NA,0,"ENP","AK","AK"
"514","ENPAK29","ENPCA03",NA,NA,0,"ENP","AK","AK"
"515","ENPAK29","ENPCA04",NA,NA,0,"ENP","AK","AK"
"516","ENPAK29","ENPCA05",NA,NA,0,"ENP","AK","AK"
"517","ENPAK29","ENPCA06",NA,NA,0,"ENP","AK","AK"
"518","ENPAK29","ENPCA07",NA,NA,0,"ENP","AK","AK"
"519","ENPAK29","ENPCA08",NA,NA,0,"ENP","AK","AK"
"520","ENPAK29","ENPCA09",NA,NA,0.0329347693372241,"ENP","AK","AK"
"521","ENPAK29","ENPOR10",NA,NA,0,"ENP","AK","AK"
"522","ENPAK29","ENPOR11",NA,NA,0,"ENP","AK","AK"
"523","ENPAK29","ENPOR12",NA,NA,0,"ENP","AK","AK"
"524","ENPAK29","ENPOR13",NA,NA,0,"ENP","AK","AK"
"525","ENPAK29","ENPWA14",NA,NA,0,"ENP","AK","AK"
"526","ENPAK29","ENPWA15",NA,NA,0,"ENP","AK","AK"
"527","ENPAK30","ENPBC16",NA,NA,0,"ENP","AK","AK"
"528","ENPAK30","ENPBC17",NA,NA,0,"ENP","AK","AK"
"529","ENPAK30","ENPBC18",NA,NA,0,"ENP","AK","AK"
"530","ENPAK30","ENPCA01",NA,NA,0,"ENP","AK","AK"
"531","ENPAK30","ENPCA02",NA,NA,0,"ENP","AK","AK"
"532","ENPAK30","ENPCA03",NA,NA,0,"ENP","AK","AK"
"533","ENPAK30","ENPCA04",NA,NA,0,"ENP","AK","AK"
"534","ENPAK30","ENPCA05",NA,NA,0,"ENP","AK","AK"
"535","ENPAK30","ENPCA06",NA,NA,0,"ENP","AK","AK"
"536","ENPAK30","ENPCA07",NA,NA,0,"ENP","AK","AK"
"537","ENPAK30","ENPCA08",NA,NA,0,"ENP","AK","AK"
"538","ENPAK30","ENPCA09",NA,NA,0.0185736068609339,"ENP","AK","AK"
"539","ENPAK30","ENPOR10",NA,NA,0,"ENP","AK","AK"
"540","ENPAK30","ENPOR11",NA,NA,0,"ENP","AK","AK"
"541","ENPAK30","ENPOR12",NA,NA,0,"ENP","AK","AK"
"542","ENPAK30","ENPOR13",NA,NA,0,"ENP","AK","AK"
"543","ENPAK30","ENPWA14",NA,NA,0,"ENP","AK","AK"
"544","ENPAK30","ENPWA15",NA,NA,0,"ENP","AK","AK"
"545","ENPBC16","ENPCA01",NA,NA,0.0140289438897494,"ENP","BC","MENP"
"546","ENPBC16","ENPCA02",NA,NA,0,"ENP","BC","MENP"
"547","ENPBC16","ENPCA03",NA,NA,0,"ENP","BC","MENP"
"548","ENPBC16","ENPCA04",NA,NA,0,"ENP","BC","MENP"
"549","ENPBC16","ENPCA05",NA,NA,0,"ENP","BC","MENP"
"550","ENPBC16","ENPCA06",NA,NA,0,"ENP","BC","MENP"
"551","ENPBC16","ENPCA07",NA,NA,0.00267326515587002,"ENP","BC","MENP"
"552","ENPBC16","ENPCA08",NA,NA,0,"ENP","BC","MENP"
"553","ENPBC16","ENPCA09",NA,NA,0.0306295947471728,"ENP","BC","MENP"
"554","ENPBC17","ENPCA01",NA,NA,0.00941298255077,"ENP","BC","MENP"
"555","ENPBC17","ENPCA02",NA,NA,0,"ENP","BC","MENP"
"556","ENPBC17","ENPCA03",NA,NA,0,"ENP","BC","MENP"
"557","ENPBC17","ENPCA04",NA,NA,0,"ENP","BC","MENP"
"558","ENPBC17","ENPCA05",NA,NA,0,"ENP","BC","MENP"
"559","ENPBC17","ENPCA06",NA,NA,0,"ENP","BC","MENP"
"560","ENPBC17","ENPCA07",NA,NA,0,"ENP","BC","MENP"
"561","ENPBC17","ENPCA08",NA,NA,0,"ENP","BC","MENP"
"562","ENPBC17","ENPCA09",NA,NA,0.0266582888082183,"ENP","BC","MENP"
"563","ENPBC18","ENPCA01",NA,NA,0.00841809660035342,"ENP","BC","MENP"
"564","ENPBC18","ENPCA02",NA,NA,0,"ENP","BC","MENP"
"565","ENPBC18","ENPCA03",NA,NA,0,"ENP","BC","MENP"
"566","ENPBC18","ENPCA04",NA,NA,0,"ENP","BC","MENP"
"567","ENPBC18","ENPCA05",NA,NA,0,"ENP","BC","MENP"
"568","ENPBC18","ENPCA06",NA,NA,0,"ENP","BC","MENP"
"569","ENPBC18","ENPCA07",NA,NA,0,"ENP","BC","MENP"
"570","ENPBC18","ENPCA08",NA,NA,0,"ENP","BC","MENP"
"571","ENPBC18","ENPCA09",NA,NA,0.045948642504458,"ENP","BC","MENP"
"572","ENPCA01","ENPOR10",NA,NA,0,"ENP","CA","CA"
"573","ENPCA01","ENPOR11",NA,NA,0.0108084567393648,"ENP","CA","CA"
"574","ENPCA01","ENPOR12",NA,NA,0,"ENP","CA","CA"
"575","ENPCA01","ENPOR13",NA,NA,0,"ENP","CA","CA"
"576","ENPCA01","ENPWA14",NA,NA,0.00598353895357374,"ENP","CA","CA"
"577","ENPCA01","ENPWA15",NA,NA,0.00417833840473506,"ENP","CA","CA"
"578","ENPCA02","ENPOR10",NA,NA,0,"ENP","CA","CA"
"579","ENPCA02","ENPOR11",NA,NA,0,"ENP","CA","CA"
"580","ENPCA02","ENPOR12",NA,NA,0,"ENP","CA","CA"
"581","ENPCA02","ENPOR13",NA,NA,0,"ENP","CA","CA"
"582","ENPCA02","ENPWA14",NA,NA,0,"ENP","CA","CA"
"583","ENPCA02","ENPWA15",NA,NA,0,"ENP","CA","CA"
"584","ENPCA03","ENPOR10",NA,NA,0,"ENP","CA","CA"
"585","ENPCA03","ENPOR11",NA,NA,0,"ENP","CA","CA"
"586","ENPCA03","ENPOR12",NA,NA,0,"ENP","CA","CA"
"587","ENPCA03","ENPOR13",NA,NA,0,"ENP","CA","CA"
"588","ENPCA03","ENPWA14",NA,NA,0,"ENP","CA","CA"
"589","ENPCA03","ENPWA15",NA,NA,0,"ENP","CA","CA"
"590","ENPCA04","ENPOR10",NA,NA,0,"ENP","CA","CA"
"591","ENPCA04","ENPOR11",NA,NA,0,"ENP","CA","CA"
"592","ENPCA04","ENPOR12",NA,NA,0,"ENP","CA","CA"
"593","ENPCA04","ENPOR13",NA,NA,0,"ENP","CA","CA"
"594","ENPCA04","ENPWA14",NA,NA,0.00463411066610724,"ENP","CA","CA"
"595","ENPCA04","ENPWA15",NA,NA,0,"ENP","CA","CA"
"596","ENPCA05","ENPOR10",NA,NA,0,"ENP","CA","CA"
"597","ENPCA05","ENPOR11",NA,NA,0,"ENP","CA","CA"
"598","ENPCA05","ENPOR12",NA,NA,0,"ENP","CA","CA"
"599","ENPCA05","ENPOR13",NA,NA,0,"ENP","CA","CA"
"600","ENPCA05","ENPWA14",NA,NA,0,"ENP","CA","CA"
"601","ENPCA05","ENPWA15",NA,NA,0.00215050287605977,"ENP","CA","CA"
"602","ENPCA06","ENPOR10",NA,NA,0,"ENP","CA","CA"
"603","ENPCA06","ENPOR11",NA,NA,0,"ENP","CA","CA"
"604","ENPCA06","ENPOR12",NA,NA,0,"ENP","CA","CA"
"605","ENPCA06","ENPOR13",NA,NA,0,"ENP","CA","CA"
"606","ENPCA06","ENPWA14",NA,NA,0,"ENP","CA","CA"
"607","ENPCA06","ENPWA15",NA,NA,0,"ENP","CA","CA"
"608","ENPCA07","ENPOR10",NA,NA,0,"ENP","CA","CA"
"609","ENPCA07","ENPOR11",NA,NA,0.0225280958473407,"ENP","CA","CA"
"610","ENPCA07","ENPOR12",NA,NA,0,"ENP","CA","CA"
"611","ENPCA07","ENPOR13",NA,NA,0,"ENP","CA","CA"
"612","ENPCA07","ENPWA14",NA,NA,0,"ENP","CA","CA"
"613","ENPCA07","ENPWA15",NA,NA,0,"ENP","CA","CA"
"614","ENPCA08","ENPOR10",NA,NA,0,"ENP","CA","CA"
"615","ENPCA08","ENPOR11",NA,NA,0,"ENP","CA","CA"
"616","ENPCA08","ENPOR12",NA,NA,0,"ENP","CA","CA"
"617","ENPCA08","ENPOR13",NA,NA,0.026022127294109,"ENP","CA","CA"
"618","ENPCA08","ENPWA14",NA,NA,0,"ENP","CA","CA"
"619","ENPCA08","ENPWA15",NA,NA,0,"ENP","CA","CA"
"620","ENPCA09","ENPOR10",NA,NA,0.035834568018615,"ENP","CA","CA"
"621","ENPCA09","ENPOR11",NA,NA,0.0322009182085528,"ENP","CA","CA"
"622","ENPCA09","ENPOR12",NA,NA,0.0107611436605563,"ENP","CA","CA"
"623","ENPCA09","ENPOR13",NA,NA,0.0332773793376636,"ENP","CA","CA"
"624","ENPCA09","ENPWA14",NA,NA,0.0389694355560921,"ENP","CA","CA"
"625","ENPCA09","ENPWA15",NA,NA,0.0353835441191647,"ENP","CA","CA"
