time_kyr,RSL_95low_m,RSL_95high_m,RSL_Pmax_m,RSL_Pmax95high_m,RSL_Pmax95low_m
61,-100.169,-57.616,-70.435,-67.269,-73.601
61.125,-101.978,-55.976,-71.346,-68.149,-74.544
61.25,-102.422,-59.213,-73.719,-70.528,-76.91
61.375,-104.813,-59.042,-77.795,-74.582,-81.008
61.5,-103.802,-60.177,-82.488,-79.288,-85.689
61.625,-104.29,-58.697,-86.403,-83.182,-89.625
61.75,-107.082,-62.064,-89.176,-85.966,-92.386
61.875,-107.244,-57.572,-91.028,-87.8,-94.256
62,-105.68,-60.588,-92.176,-88.973,-95.379
62.125,-107.932,-60.823,-92.976,-89.763,-96.19
62.25,-106.509,-62.369,-93.792,-90.602,-96.982
62.375,-106.428,-62.502,-94.75,-91.563,-97.938
62.5,-108.719,-65.874,-95.738,-92.56,-98.915
62.625,-108.865,-67.59,-96.566,-93.405,-99.727
62.75,-108.821,-65.248,-97.227,-94.064,-100.391
62.875,-109.822,-74.111,-97.844,-94.734,-100.954
63,-109.147,-74.756,-98.423,-95.311,-101.535
63.125,-109.405,-73.412,-98.862,-95.748,-101.977
63.25,-109.934,-74.685,-99.101,-95.991,-102.212
63.375,-110.366,-79.143,-99.224,-96.126,-102.321
63.5,-110.45,-78.77,-99.406,-96.31,-102.503
63.625,-109.872,-78.903,-99.674,-96.583,-102.765
63.75,-110.204,-82.905,-99.807,-96.716,-102.898
63.875,-109.645,-81.182,-99.64,-96.558,-102.722
64,-110.418,-84.159,-99.299,-96.22,-102.378
64.125,-109.732,-83.939,-99.018,-95.943,-102.093
64.25,-110.065,-84.024,-98.883,-95.811,-101.956
64.375,-111.001,-85.237,-98.844,-95.776,-101.912
64.5,-110.244,-86.545,-98.847,-95.779,-101.914
64.625,-110.372,-84.322,-98.888,-95.815,-101.961
64.75,-110.8,-86.635,-98.973,-95.908,-102.039
64.875,-109.118,-85.758,-99.008,-95.94,-102.077
65,-109.198,-83.916,-98.818,-95.747,-101.89
65.125,-110.878,-85.57,-98.426,-95.353,-101.499
65.25,-110.788,-82.167,-98.065,-94.986,-101.144
65.375,-108.291,-82.685,-97.816,-94.742,-100.891
65.5,-108.91,-84.063,-97.642,-94.57,-100.715
65.625,-109.029,-80.381,-97.567,-94.48,-100.653
65.75,-109.049,-81.27,-97.425,-94.344,-100.505
65.875,-109.376,-79.657,-96.873,-93.783,-99.962
66,-107.551,-79.653,-95.878,-92.792,-98.965
66.125,-108.109,-79.124,-94.842,-91.754,-97.93
66.25,-106.664,-79.184,-94.167,-91.08,-97.254
66.375,-108.329,-77.794,-93.91,-90.818,-97.003
66.5,-106.217,-78.307,-93.85,-90.769,-96.93
66.625,-107.806,-78.792,-93.871,-90.782,-96.96
66.75,-105.511,-78.104,-94.119,-91.034,-97.204
66.875,-105.845,-78.225,-94.642,-91.557,-97.727
67,-106.297,-77.153,-95.162,-92.072,-98.253
67.125,-107.315,-79.062,-95.426,-92.342,-98.51
67.25,-106.907,-79.731,-95.567,-92.485,-98.65
67.375,-106.58,-79.595,-95.807,-92.729,-98.885
67.5,-107.533,-79.36,-96.079,-93.001,-99.157
67.625,-106.852,-80.319,-96.222,-93.144,-99.3
67.75,-105.567,-80.577,-96.202,-93.131,-99.272
67.875,-106.197,-81.111,-96.071,-92.998,-99.144
68,-106.665,-82.011,-95.889,-92.815,-98.964
68.125,-105.844,-80.721,-95.63,-92.555,-98.705
68.25,-105.438,-80.936,-95.154,-92.082,-98.227
68.375,-105.161,-79.258,-94.366,-91.289,-97.442
68.5,-104.995,-78.404,-93.317,-90.24,-96.395
68.625,-103.903,-75.911,-92.086,-88.999,-95.173
68.75,-103.786,-75.775,-90.69,-87.604,-93.777
68.875,-102.6,-74.235,-89.217,-86.132,-92.301
69,-101.277,-73.729,-87.862,-84.779,-90.945
69.125,-102.355,-73.294,-86.829,-83.742,-89.916
69.25,-100.068,-73.614,-86.183,-83.104,-89.261
69.375,-99.215,-73.127,-85.717,-82.642,-88.791
69.5,-97.718,-71.774,-85.088,-82.011,-88.164
69.625,-98.085,-72.747,-84.202,-81.127,-87.277
69.75,-98.164,-71.31,-83.262,-80.189,-86.335
69.875,-94.361,-70.73,-82.452,-79.387,-85.517
70,-93.972,-69.46,-81.822,-78.755,-84.89
70.125,-93.58,-66.9,-81.327,-78.254,-84.4
70.25,-92.563,-63.498,-80.816,-77.736,-83.896
70.375,-92.031,-62.846,-80.141,-77.049,-83.233
70.5,-91.654,-62.817,-79.297,-76.207,-82.388
70.625,-89.93,-57.321,-78.398,-75.297,-81.499
70.75,-89.17,-54.252,-77.563,-74.452,-80.674
70.875,-88.488,-54.801,-76.769,-73.656,-79.882
71,-86.791,-51.2,-75.765,-72.645,-78.885
71.125,-86.594,-48.79,-74.318,-71.184,-77.452
71.25,-86.744,-49.836,-72.453,-69.312,-75.595
71.375,-85.638,-47.904,-70.098,-66.95,-73.245
71.5,-84.139,-47.018,-67.082,-63.938,-70.225
71.625,-82.527,-47.773,-63.94,-60.802,-67.078
71.75,-82.129,-46.547,-61.884,-58.737,-65.031
71.875,-81.321,-44.976,-61.658,-58.516,-64.8
72,-81.075,-43.553,-62.867,-59.734,-66.001
72.125,-81.267,-45.487,-64.458,-61.326,-67.59
72.25,-81.433,-46.337,-65.537,-62.404,-68.67
72.375,-80.479,-47.674,-65.802,-62.675,-68.929
72.5,-79.444,-47.457,-65.631,-62.515,-68.748
72.625,-80.307,-49.15,-65.613,-62.498,-68.728
72.75,-79.893,-48.812,-65.787,-62.677,-68.897
72.875,-80.347,-48.593,-65.925,-62.814,-69.036
73,-81.331,-49.827,-66.284,-63.174,-69.395
73.125,-81.903,-50.831,-67.163,-64.057,-70.269
73.25,-81.937,-50.31,-68.149,-65.04,-71.259
73.375,-81.686,-49.333,-68.615,-65.507,-71.723
73.5,-84.003,-50.681,-68.618,-65.509,-71.727
73.625,-83.553,-50.765,-68.631,-65.522,-71.741
73.75,-82.999,-51.023,-68.773,-65.663,-71.883
73.875,-84.051,-52.732,-68.862,-65.76,-71.963
74,-83.306,-51.874,-68.934,-65.833,-72.035
74.125,-83.711,-50.229,-69.249,-66.136,-72.361
74.25,-82.626,-49.664,-69.806,-66.692,-72.92
74.375,-82.655,-48.364,-70.221,-67.096,-73.345
74.5,-82.93,-46.987,-70.261,-67.137,-73.384
74.625,-83.785,-46.779,-70.056,-66.92,-73.192
74.75,-83.259,-45.157,-69.641,-66.498,-72.783
74.875,-81.326,-42.321,-69.008,-65.86,-72.156
75,-82.16,-42.351,-68.429,-65.28,-71.578
75.125,-80.683,-40.76,-68.128,-64.975,-71.282
75.25,-80.843,-39.05,-68.023,-64.848,-71.197
75.375,-80.004,-36.898,-67.963,-64.78,-71.147
75.5,-78.814,-37.296,-67.81,-64.616,-71.004
75.625,-79.127,-36.144,-67.247,-64.059,-70.436
75.75,-78.195,-32.162,-65.828,-62.62,-69.037
75.875,-77.513,-35.091,-63.251,-60.048,-66.454
76,-76.056,-33.6,-59.892,-56.691,-63.092
76.125,-75.292,-33.1,-57.198,-53.994,-60.403
76.25,-76.277,-32.611,-56.42,-53.23,-59.611
76.375,-75.496,-33.834,-56.819,-53.631,-60.006
76.5,-75.753,-32.962,-56.704,-53.526,-59.882
76.625,-76.676,-33.286,-55.816,-52.637,-58.995
76.75,-74.389,-33.613,-55.208,-52.037,-58.379
76.875,-73.417,-35.699,-55.362,-52.206,-58.517
77,-71.794,-35.51,-55.674,-52.54,-58.808
77.125,-72.031,-35.912,-55.608,-52.477,-58.739
77.25,-72.249,-34.56,-55.358,-52.224,-58.493
77.375,-72.672,-34.161,-55.405,-52.273,-58.536
77.5,-71.365,-35.391,-55.942,-52.81,-59.074
77.625,-70.405,-33.929,-56.803,-53.669,-59.938
77.75,-72.298,-35.776,-57.627,-54.485,-60.769
77.875,-72.277,-35.205,-58.078,-54.931,-61.224
78,-73.173,-36.855,-58.059,-54.914,-61.204
78.125,-75.249,-35.936,-57.882,-54.73,-61.035
78.25,-75.276,-35.795,-58.185,-55.03,-61.34
78.375,-71.983,-35.637,-59.278,-56.126,-62.429
78.5,-72.684,-36.518,-60.65,-57.504,-63.796
78.625,-73.719,-37.165,-61.481,-58.334,-64.628
78.75,-73.26,-35.13,-61.429,-58.278,-64.581
78.875,-73.919,-35.71,-60.649,-57.49,-63.808
79,-73.452,-36.532,-59.336,-56.179,-62.492
79.125,-73.993,-37.696,-57.673,-54.523,-60.823
79.25,-74.066,-37.742,-55.921,-52.771,-59.071
79.375,-73.967,-37.222,-54.329,-51.187,-57.471
79.5,-72.439,-38.993,-53.15,-50.019,-56.281
79.625,-70.884,-38.287,-52.567,-49.44,-55.693
79.75,-71.833,-38.827,-52.466,-49.34,-55.593
79.875,-72.638,-36.224,-52.488,-49.361,-55.614
80,-71.255,-36.011,-52.301,-49.177,-55.425
80.125,-71.599,-34.442,-51.929,-48.802,-55.056
80.25,-69.273,-34.868,-51.719,-48.601,-54.837
80.375,-68.435,-33.754,-51.843,-48.723,-54.964
80.5,-68.62,-31.172,-52.115,-48.986,-55.243
80.625,-67.411,-31.755,-52.308,-49.192,-55.424
80.75,-68.014,-33.041,-52.305,-49.183,-55.426
80.875,-67.176,-30.033,-51.983,-48.859,-55.107
81,-66.314,-31.099,-51.374,-48.25,-54.498
81.125,-65.604,-29.042,-50.824,-47.697,-53.952
81.25,-62.655,-28.085,-50.624,-47.502,-53.745
81.375,-63.212,-26.644,-50.583,-47.452,-53.713
81.5,-62.47,-27.884,-50.257,-47.125,-53.388
81.625,-62.851,-27.302,-49.424,-46.289,-52.558
81.75,-62.195,-27.67,-48.224,-45.099,-51.35
81.875,-60.518,-27.105,-47.036,-43.911,-50.161
82,-61.158,-28.499,-46.131,-43.013,-49.248
82.125,-59.108,-26.874,-45.299,-42.186,-48.412
82.25,-59.176,-26.796,-44.169,-41.06,-47.278
82.375,-59.384,-27.021,-42.855,-39.746,-45.963
82.5,-58.608,-26.903,-41.831,-38.73,-44.932
82.625,-56.65,-26.944,-41.31,-38.21,-44.409
82.75,-55.005,-27.307,-41.077,-37.986,-44.168
82.875,-55.08,-26.31,-40.915,-37.825,-44.005
83,-54.399,-25.866,-40.897,-37.808,-43.986
83.125,-53.186,-26.229,-41.11,-38.025,-44.195
83.25,-53.78,-23.909,-41.342,-38.251,-44.432
83.375,-53.228,-23.873,-41.319,-38.224,-44.413
83.5,-53.723,-23.139,-41.018,-37.925,-44.111
83.625,-51.204,-23.99,-40.57,-37.486,-43.655
83.75,-52.103,-24.213,-40.066,-36.985,-43.147
83.875,-51.501,-24.544,-39.498,-36.416,-42.58
84,-51.597,-23.938,-38.783,-35.699,-41.866
84.125,-52.226,-22.954,-37.867,-34.776,-40.958
84.25,-53.227,-23.222,-36.886,-33.792,-39.98
84.375,-53.908,-23.142,-36.119,-33.019,-39.219
84.5,-53.797,-23.312,-35.684,-32.585,-38.782
84.625,-54.318,-21.808,-35.443,-32.337,-38.548
84.75,-54.011,-23.588,-35.267,-32.161,-38.372
84.875,-55.082,-22.822,-35.179,-32.067,-38.29
85,-56.229,-21.584,-35.217,-32.101,-38.334
85.125,-57.714,-23.026,-35.379,-32.253,-38.504
85.25,-60.531,-23.039,-35.69,-32.553,-38.828
85.375,-65.081,-22.467,-36.306,-33.147,-39.465
85.5,-65.463,-25.095,-37.433,-34.265,-40.601
85.625,-69.755,-24.892,-39.208,-36.018,-42.398
85.75,-74.149,-24.775,-41.859,-38.63,-45.088
85.875,-77.082,-24.732,-45.569,-42.325,-48.812
86,-75.378,-25.719,-49.976,-46.747,-53.204
86.125,-78.023,-24.95,-54.101,-50.858,-57.344
86.25,-79.973,-28.507,-57.062,-53.805,-60.319
86.375,-82.306,-30.14,-59.014,-55.754,-62.274
86.5,-83.583,-30.561,-61.086,-57.824,-64.349
86.625,-82.822,-31.766,-64.202,-60.965,-67.439
86.75,-83.767,-33.564,-68.01,-64.796,-71.223
86.875,-83.229,-40.21,-71.26,-68.08,-74.439
87,-84.843,-44.202,-73.147,-69.976,-76.317
87.125,-85.386,-46.193,-73.752,-70.59,-76.914
87.25,-85.741,-45.8,-73.56,-70.4,-76.72
87.375,-85.999,-48.863,-73.214,-70.076,-76.353
87.5,-86.377,-49.777,-73.225,-70.089,-76.361
87.625,-85.511,-50.844,-73.597,-70.46,-76.733
87.75,-86.197,-49.784,-74.079,-70.937,-77.221
87.875,-85.992,-49.967,-74.456,-71.328,-77.584
88,-86.691,-51.526,-74.381,-71.258,-77.504
88.125,-86.32,-49.959,-73.525,-70.403,-76.647
88.25,-86.986,-51.874,-71.959,-68.841,-75.076
88.375,-86.87,-51.977,-70.19,-67.07,-73.311
88.5,-85.902,-48.62,-68.704,-65.569,-71.838
88.625,-85.505,-46.12,-67.457,-64.319,-70.596
88.75,-85.195,-47.296,-66.278,-63.144,-69.411
88.875,-83.846,-44.98,-65.331,-62.198,-68.465
89,-81.508,-47.849,-64.648,-61.525,-67.77
89.125,-81.815,-45.161,-63.872,-60.744,-66.999
89.25,-79.021,-43.906,-62.75,-59.624,-65.876
89.375,-80.837,-42.156,-61.258,-58.126,-64.391
89.5,-78.335,-42.731,-59.491,-56.358,-62.623
89.625,-78.257,-43.243,-57.793,-54.668,-60.917
89.75,-75.829,-41.838,-56.472,-53.355,-59.59
89.875,-73.427,-42.498,-55.415,-52.308,-58.522
90,-72.723,-41.528,-54.535,-51.431,-57.638
90.125,-72.805,-41.585,-54.091,-50.987,-57.195
90.25,-71.502,-41.323,-54.186,-51.097,-57.276
90.375,-70.588,-41.338,-54.54,-51.454,-57.626
90.5,-69.764,-41.446,-54.769,-51.679,-57.859
90.625,-68.534,-41.77,-54.654,-51.57,-57.738
90.75,-67.26,-41.479,-54.358,-51.281,-57.435
90.875,-66.144,-41.584,-54.221,-51.148,-57.294
91,-66.739,-41.014,-54.248,-51.174,-57.323
91.125,-67.235,-41.921,-54.142,-51.069,-57.214
91.25,-66.417,-42.175,-53.767,-50.699,-56.836
91.375,-65.424,-41.154,-53.324,-50.253,-56.395
91.5,-66.064,-41.765,-53.132,-50.061,-56.203
91.625,-65.391,-41.652,-53.362,-50.291,-56.433
91.75,-66.459,-41.244,-53.775,-50.701,-56.849
91.875,-66.307,-40.429,-53.862,-50.789,-56.935
92,-66.333,-42.009,-53.494,-50.426,-56.562
92.125,-67.577,-42.576,-53.138,-50.066,-56.21
92.25,-66.771,-42.433,-53.21,-50.141,-56.278
92.375,-67.267,-42.007,-53.59,-50.524,-56.657
92.5,-66.617,-42.754,-53.89,-50.823,-56.956
92.625,-66.569,-41.804,-53.91,-50.84,-56.98
92.75,-65.945,-41.067,-53.756,-50.685,-56.828
92.875,-65.461,-41.527,-53.59,-50.522,-56.657
93,-65.645,-40.843,-53.44,-50.371,-56.508
93.125,-65.076,-40.716,-53.335,-50.264,-56.405
93.25,-67.351,-40.679,-53.398,-50.324,-56.472
93.375,-66.165,-38.875,-53.648,-50.573,-56.723
93.5,-66.285,-38.895,-53.853,-50.773,-56.932
93.625,-65.82,-36.404,-53.72,-50.636,-56.804
93.75,-66.208,-36.334,-53.26,-50.172,-56.348
93.875,-66.073,-35.436,-52.787,-49.694,-55.881
94,-65.996,-35.43,-52.446,-49.356,-55.537
94.125,-64.73,-37.405,-52.043,-48.953,-55.133
94.25,-64.71,-36.4,-51.486,-48.398,-54.575
94.375,-64.189,-35.124,-51.047,-47.956,-54.139
94.5,-63.819,-34.156,-50.943,-47.846,-54.039
94.625,-63.934,-31.738,-51.005,-47.894,-54.115
94.75,-63.517,-32.359,-51.026,-47.922,-54.13
94.875,-62.994,-31.105,-51.113,-48.003,-54.223
95,-63.13,-32.986,-51.443,-48.342,-54.545
95.125,-63.293,-31.801,-51.789,-48.68,-54.897
95.25,-63.294,-30.929,-51.663,-48.554,-54.771
95.375,-61.782,-31.069,-50.97,-47.871,-54.07
95.5,-62.369,-30.287,-50.024,-46.919,-53.129
95.625,-63.025,-30.326,-48.942,-45.831,-52.053
95.75,-62.408,-30.553,-47.694,-44.586,-50.801
95.875,-61.503,-28.182,-46.683,-43.571,-49.795
96,-62.301,-29.314,-46.47,-43.351,-49.589
96.125,-62.353,-28.216,-46.865,-43.751,-49.979
96.25,-61.15,-28.47,-47.033,-43.921,-50.146
96.375,-60.267,-28.733,-46.512,-43.399,-49.625
96.5,-61.484,-28.909,-45.55,-42.432,-48.668
96.625,-60.503,-27.878,-44.706,-41.588,-47.825
96.75,-60.686,-27.493,-44.355,-41.241,-47.469
96.875,-61.749,-27.167,-44.159,-41.044,-47.274
97,-60.948,-27.453,-43.379,-40.262,-46.496
97.125,-60.685,-27.647,-42.106,-38.985,-45.227
97.25,-60.756,-27.409,-41.39,-38.268,-44.512
97.375,-60.132,-28.098,-41.701,-38.58,-44.822
97.5,-59.285,-26.758,-42.186,-39.069,-45.303
97.625,-58.989,-26.843,-41.876,-38.764,-44.989
97.75,-58.031,-26.175,-40.859,-37.755,-43.964
97.875,-57.413,-26.806,-39.825,-36.723,-42.927
98,-56.801,-25.657,-39.098,-35.996,-42.2
98.125,-55.617,-25.219,-38.599,-35.498,-41.7
98.25,-55.654,-25.043,-38.339,-35.237,-41.442
98.375,-55.765,-23.869,-38.45,-35.347,-41.554
98.5,-55.794,-22.814,-38.779,-35.676,-41.882
98.625,-55.332,-22.01,-38.911,-35.805,-42.016
98.75,-54.613,-24.611,-38.777,-35.682,-41.872
98.875,-54.69,-23.947,-38.684,-35.587,-41.781
99,-53.918,-23.79,-38.701,-35.602,-41.801
99.125,-54.338,-22.687,-38.615,-35.517,-41.713
99.25,-53.181,-21.775,-38.345,-35.242,-41.447
99.375,-53.268,-20.499,-37.993,-34.887,-41.098
99.5,-52.231,-20.998,-37.722,-34.621,-40.822
99.625,-51.949,-20.892,-37.683,-34.581,-40.784
99.75,-50.934,-21.155,-37.822,-34.725,-40.918
99.875,-52.124,-21.043,-37.938,-34.844,-41.032
100,-51.784,-20.38,-37.965,-34.864,-41.067
100.125,-51.791,-18.822,-37.918,-34.815,-41.022
100.25,-50.292,-18.19,-37.724,-34.617,-40.831
100.375,-50.316,-17.597,-37.389,-34.283,-40.496
100.5,-50.655,-17.165,-37.166,-34.061,-40.271
100.625,-50.403,-19.085,-37.296,-34.191,-40.402
100.75,-48.629,-17.454,-37.649,-34.544,-40.753
100.875,-49.945,-15.065,-37.864,-34.752,-40.976
101,-50.189,-13.303,-37.837,-34.713,-40.962
101.125,-49.54,-14.46,-37.68,-34.554,-40.806
101.25,-49.689,-13.776,-37.344,-34.215,-40.472
101.375,-48.21,-13.907,-36.766,-33.634,-39.897
101.5,-48.125,-11.662,-36.166,-33.028,-39.304
101.625,-47.777,-11.166,-35.948,-32.807,-39.089
101.75,-48.143,-9.992,-36.352,-33.201,-39.503
101.875,-48.071,-10.445,-37.217,-34.06,-40.374
102,-49.299,-10.225,-38.148,-34.988,-41.307
102.125,-48.514,-8.918,-38.779,-35.609,-41.95
102.25,-47.961,-9.732,-38.76,-35.589,-41.931
102.375,-48.02,-9.656,-37.738,-34.567,-40.908
102.5,-47.123,-9.949,-35.623,-32.456,-38.791
102.625,-48.151,-8.364,-33.019,-29.855,-36.183
102.75,-47.012,-9.751,-31.008,-27.847,-34.169
102.875,-48.447,-10.086,-30.207,-27.041,-33.374
103,-50.012,-9.574,-30.382,-27.207,-33.557
103.125,-50.614,-8.838,-31.044,-27.86,-34.228
103.25,-51.587,-10.131,-31.965,-28.773,-35.157
103.375,-50.888,-9.529,-32.99,-29.799,-36.181
103.5,-51.315,-9.161,-33.852,-30.661,-37.044
103.625,-50.755,-9.234,-34.426,-31.234,-37.617
103.75,-51.527,-9.187,-34.741,-31.553,-37.929
103.875,-50.961,-9.717,-34.79,-31.611,-37.969
104,-51.004,-10.238,-34.796,-31.619,-37.974
104.125,-51.435,-10.063,-35.315,-32.135,-38.494
104.25,-51.747,-10.674,-36.557,-33.376,-39.738
104.375,-52.465,-10.293,-37.994,-34.816,-41.173
104.5,-53.242,-10.682,-38.901,-35.717,-42.085
104.625,-53.77,-10.642,-39.055,-35.86,-42.25
104.75,-53.396,-10.447,-38.895,-35.699,-42.09
104.875,-53.778,-11.099,-39.106,-35.917,-42.296
105,-52.918,-11.299,-39.771,-36.58,-42.961
105.125,-53.511,-12.988,-39.991,-36.793,-43.188
105.25,-53.922,-11.694,-38.865,-35.663,-42.067
105.375,-54.453,-11.689,-36.592,-33.405,-39.779
105.5,-54.42,-12.48,-34.22,-31.037,-37.403
105.625,-54.369,-12.748,-32.713,-29.534,-35.892
105.75,-53.699,-11.989,-32.503,-29.309,-35.696
105.875,-54.61,-11.8,-33.241,-30.056,-36.425
106,-53.561,-13.411,-33.834,-30.658,-37.01
106.125,-53.25,-11.344,-33.326,-30.152,-36.5
106.25,-55.181,-13.172,-31.917,-28.746,-35.089
106.375,-53.451,-12.568,-30.742,-27.58,-33.904
106.5,-51.757,-12.24,-30.572,-27.416,-33.728
106.625,-52.359,-8.312,-31.16,-27.99,-34.33
106.75,-50.397,-6.887,-31.761,-28.572,-34.95
106.875,-48.827,-4.584,-31.759,-28.581,-34.936
107,-49.01,-6.411,-30.984,-27.81,-34.158
107.125,-49.641,-5.652,-29.931,-26.744,-33.118
107.25,-50.051,-1.181,-29.458,-26.26,-32.656
107.375,-50.504,-2.884,-30.036,-26.817,-33.255
107.5,-48.438,-2.196,-31.473,-28.257,-34.689
107.625,-49.784,-2.915,-33.231,-30.012,-36.45
107.75,-50.705,-1.62,-34.766,-31.53,-38.002
107.875,-54.621,-1.172,-35.889,-32.635,-39.143
108,-56.426,-2.166,-36.803,-33.542,-40.064
108.125,-58.527,-4.096,-37.609,-34.333,-40.886
108.25,-60.63,-3.389,-38.207,-34.913,-41.501
108.375,-62.076,-3.332,-38.735,-35.444,-42.026
108.5,-61.159,-8.669,-39.547,-36.283,-42.812
108.625,-64.82,-6.932,-40.777,-37.513,-44.042
108.75,-66.976,-5.852,-42.448,-39.179,-45.716
108.875,-66.723,-10.3,-44.607,-41.368,-47.846
109,-69.009,-14.165,-46.866,-43.646,-50.086
109.125,-70.825,-20.493,-48.426,-45.213,-51.639
109.25,-70.579,-24.961,-48.89,-45.693,-52.088
109.375,-71.885,-25.948,-48.739,-45.54,-51.939
109.5,-71.436,-29.693,-48.927,-45.748,-52.105
109.625,-72.199,-30.204,-49.989,-46.807,-53.171
109.75,-70.864,-30.099,-51.762,-48.586,-54.938
109.875,-72.472,-30.228,-53.712,-50.546,-56.878
110,-71.09,-29.24,-55.107,-51.931,-58.283
110.125,-71.893,-30.417,-55.431,-52.256,-58.605
110.25,-73.506,-29.231,-54.761,-51.566,-57.957
110.375,-72.009,-27.493,-53.236,-50.04,-56.433
110.5,-70.871,-26.323,-50.764,-47.563,-53.966
110.625,-69.786,-26.407,-47.566,-44.356,-50.775
110.75,-69.581,-24.482,-44.449,-41.251,-47.648
110.875,-69.4,-25.353,-42.225,-39.033,-45.417
111,-67.03,-25.061,-41.005,-37.817,-44.193
111.125,-66.393,-23.639,-40.264,-37.074,-43.453
111.25,-64.073,-22.302,-39.411,-36.228,-42.593
111.375,-63.291,-22.881,-38.339,-35.172,-41.505
111.5,-63.072,-23.206,-37.538,-34.376,-40.699
111.625,-63.552,-23.888,-37.619,-34.461,-40.777
111.75,-60.67,-23.189,-38.669,-35.52,-41.817
111.875,-60.397,-22.629,-39.891,-36.743,-43.039
112,-59.377,-22.218,-40.313,-37.165,-43.461
112.125,-57.025,-22.588,-40.078,-36.943,-43.213
112.25,-56.779,-22.526,-39.912,-36.789,-43.035
112.375,-56.342,-22.013,-39.824,-36.702,-42.945
112.5,-55.581,-22.707,-39.649,-36.536,-42.761
112.625,-55.596,-23.812,-39.579,-36.464,-42.694
112.75,-55.948,-23.562,-39.463,-36.355,-42.571
112.875,-55.209,-21.27,-38.624,-35.507,-41.742
113,-54.984,-21.397,-36.807,-33.687,-39.928
113.125,-54.251,-21.703,-34.748,-31.634,-37.861
113.25,-53.806,-21.871,-33.447,-30.33,-36.564
113.375,-55.056,-21.228,-33.224,-30.101,-36.346
113.5,-53.244,-21.056,-33.609,-30.489,-36.729
113.625,-52.98,-19.892,-33.993,-30.874,-37.112
113.75,-52.478,-19.365,-34.174,-31.048,-37.3
113.875,-53.547,-18.67,-34.082,-30.945,-37.219
114,-53.457,-18.793,-33.49,-30.348,-36.632
114.125,-54.311,-17.06,-32.668,-29.528,-35.808
114.25,-54.159,-16.458,-32.557,-29.414,-35.699
114.375,-53.648,-16.455,-33.607,-30.468,-36.746
114.5,-52.246,-16.69,-35.265,-32.135,-38.394
114.625,-52.966,-17.33,-36.868,-33.732,-40.004
114.75,-53.009,-16.411,-38.15,-35.01,-41.29
114.875,-53.262,-15.313,-38.869,-35.722,-42.016
115,-51.421,-16.34,-38.818,-35.672,-41.964
115.125,-51.51,-16.916,-38.196,-35.059,-41.334
115.25,-52.192,-15.424,-37.552,-34.412,-40.693
115.375,-52.109,-14.619,-37.229,-34.085,-40.374
115.5,-53.019,-16.104,-37.049,-33.915,-40.184
115.625,-51.687,-16.384,-36.596,-33.459,-39.734
115.75,-52.366,-14.867,-35.686,-32.541,-38.83
115.875,-50.901,-15.864,-34.642,-31.506,-37.778
116,-49.874,-16.503,-33.981,-30.857,-37.106
116.125,-49.995,-16.565,-33.816,-30.697,-36.936
116.25,-49.437,-17.842,-33.907,-30.789,-37.024
116.375,-50.662,-15.149,-34.039,-30.915,-37.163
116.5,-49.798,-16.714,-34.028,-30.911,-37.145
116.625,-47.933,-16.912,-33.602,-30.485,-36.718
116.75,-48.674,-15.833,-32.542,-29.425,-35.659
116.875,-49.169,-15.943,-31.032,-27.919,-34.145
117,-46.674,-15.663,-29.707,-26.601,-32.812
117.125,-46.844,-15.338,-29.077,-25.971,-32.183
117.25,-47.773,-14.481,-29.003,-25.894,-32.111
117.375,-46.818,-14.141,-29.006,-25.892,-32.12
117.5,-47.555,-12.011,-28.921,-25.797,-32.045
117.625,-47.035,-12.76,-28.859,-25.734,-31.984
117.75,-47.821,-11.547,-28.806,-25.678,-31.933
117.875,-48.792,-10.952,-28.656,-25.521,-31.791
118,-49.315,-10.565,-28.3,-25.153,-31.447
118.125,-47.348,-10.069,-27.488,-24.345,-30.63
118.25,-48.505,-9.279,-26.112,-22.96,-29.263
118.375,-47.997,-9.17,-24.582,-21.437,-27.727
118.5,-48.995,-9.433,-23.291,-20.14,-26.441
118.625,-47.931,-8.115,-22.057,-18.906,-25.207
118.75,-47.734,-7.684,-20.738,-17.586,-23.891
118.875,-47.862,-9.142,-19.788,-16.64,-22.936
119,-45.495,-7.45,-19.677,-16.538,-22.816
119.125,-44.656,-8.101,-20.231,-17.098,-23.365
119.25,-45.171,-7.473,-20.77,-17.64,-23.899
119.375,-43.407,-7.389,-20.678,-17.552,-23.803
119.5,-40.732,-6.3,-19.833,-16.724,-22.941
119.625,-38.892,-4.195,-18.642,-15.533,-21.75
119.75,-40.629,-4.546,-17.648,-14.533,-20.764
119.875,-37.803,-2.428,-17,-13.885,-20.116
120,-38.567,1.081,-16.46,-13.34,-19.581
120.125,-33.595,0.104,-15.794,-12.684,-18.903
120.25,-33.065,1.125,-14.973,-11.862,-18.085
120.375,-30.859,0.094,-14.243,-11.14,-17.346
120.5,-32.03,0.826,-13.931,-10.825,-17.037
